0,1,2,3,4,5,6,7,8,9,10,11,label
0.507918596,-0.009046078,-0.273908734,1.129559278,0.859988272,-0.470884919,-1.786993384,0.551400006,-0.95459938,-0.71036464,0.361356497,-0.656896472,31
0.492364496,0.000937283,-0.453838408,1.112742662,0.850105345,-0.56088239,-1.72970295,0.526563406,-0.961701572,-0.738627911,0.373560697,-0.630891681,98
0.875703216,0.458669752,-0.801389694,1.499724865,0.877548397,-0.481721759,-1.951912642,0.198605999,-0.90644753,-1.417206049,-0.731456578,-0.31120044,35
0.699073374,0.283515632,-0.183445901,1.507120848,0.955911517,-0.384989858,-2.024644852,0.007188752,-0.931085885,-1.130680203,-0.707158327,-0.369082063,35
0.624443948,-0.052204013,-0.757811785,1.480871677,0.979515374,-0.720245004,-1.559379935,-0.146239191,-0.951762259,-1.050239921,-0.739552557,-0.515254378,22
1.340376377,1.818349719,-2.502551079,-0.693470418,-0.620801985,0.390641302,-1.510729432,0.954220474,-0.378506601,-1.060780287,0.664885342,0.297449589,17
0.791863918,0.244051903,-0.668959916,1.51847899,0.906163752,-0.45132494,-2.072671652,0.179064795,-0.916917861,-1.323308587,-0.700123191,-0.321591884,35
0.544068336,-0.025588661,-0.536557138,1.262297273,0.875735819,-0.56273216,-1.776867867,0.488954127,-0.931361616,-0.805368185,0.332770675,-0.680249095,38
0.525668621,0.002667546,-0.559262872,1.182147861,0.873486817,-0.772518575,-1.777047634,0.52168864,-0.941331387,-0.869850159,0.346923053,-0.612225652,66
0.5474087,-0.007262826,-0.665494144,1.373557329,0.944404602,-0.522649944,-1.713618398,-0.072426677,-0.971848726,-1.045227051,-0.624967456,-0.488999307,26
0.343688011,0.054522455,0.218095317,0.494386494,0.835588694,-0.521427035,-1.851779699,1.556275725,0.024144307,-1.12458992,0.358809054,-0.660054445,23
0.898325861,0.790537596,-0.973760605,1.501266718,0.850506961,-0.880586386,-1.724240541,0.120181054,-0.950111449,-1.332822561,-0.744406343,-0.304865301,30
0.460289747,0.027731091,-0.005883902,0.8103894,0.81968677,-0.816865504,-1.73851943,0.393405259,-0.936237037,0.404044062,-0.377829611,-0.702509403,37
0.503476322,0.072490335,-0.11020413,0.898310363,0.810851812,-0.856458366,-1.956163764,0.361728489,-0.9029814,0.257838845,-0.224271148,-0.688288212,75
0.562297583,-0.022475362,-0.456466615,1.39245975,0.951647758,-0.448373556,-1.691677809,-0.003051817,-0.949684322,-0.877466917,-0.570161104,-0.531384051,42
0.334967017,0.121276319,0.075008228,1.102501988,1.139629126,-0.10366483,-1.761943698,0.181579143,-0.763041675,-1.017592669,0.584090233,-0.281903863,98
0.337195724,0.171604455,-0.076833144,1.183218956,1.176686049,-0.015443742,-1.760109067,-0.665477037,-0.875233889,-1.144581199,0.707769454,-0.21600084,87
0.409655035,-0.045558929,0.006237626,0.880019248,0.919327021,-0.360010624,-2.087546825,0.75869137,-0.958832145,-0.860328555,0.492658615,-0.562258065,57
0.651349306,0.054695785,-0.761180758,1.474918127,0.961656451,-0.63040787,-1.515062213,-0.05212009,-0.93608278,-1.07301259,-0.672940135,-0.424264491,3
0.313827932,0.161052287,0.030554533,1.210237145,1.164527893,-0.045674205,-1.643105149,-0.64545393,-0.884772897,-1.276867032,0.751205564,-0.245172545,19
0.67873466,0.061506987,-0.635926485,1.51625216,0.990750313,-0.679480553,-1.722927332,-0.136222899,-0.938498974,-1.268666983,-0.731618941,-0.444573343,4
0.704955459,-0.043103039,-0.510070682,1.706526756,1.21945715,-0.212360874,-1.686154127,0.205007434,-0.706492662,-1.069871902,-0.357569814,-0.193556964,66
0.470834643,0.060121298,-0.261115134,1.24200964,0.905549467,-0.901994526,-1.418909788,0.126012325,-0.925212741,-0.866235375,0.111357674,-0.725754201,40
0.580083907,0.050269216,-0.545232058,1.369258404,0.935469687,-0.641868949,-1.4105829,-0.106010258,-0.954374969,-0.745115042,-0.660827398,-0.512213528,59
0.468620539,0.000675857,-0.394341052,1.054382443,0.864267945,-0.67428416,-1.735182405,0.549531341,-0.963919282,-0.792185783,0.435500741,-0.585740685,76
0.626256406,0.020822883,-0.733283937,1.462417364,0.963176847,-0.689985573,-1.657310843,-0.070670485,-0.932232022,-1.077383757,-0.66033113,-0.442921072,70
0.591318011,0.035674721,-0.483018517,1.294344187,0.888197124,-0.642488301,-1.880436182,0.449888229,-0.93071717,-0.812073052,-0.670588732,-0.569994271,94
0.639635265,0.038520813,-0.72883147,1.50038743,0.993097126,-0.521798432,-1.445868134,-0.11296913,-0.94221729,-1.13163662,-0.67043227,-0.45620814,49
0.524541438,0.023757398,-0.434640288,1.319165826,0.9255265,-0.709739089,-1.802494764,-0.067838907,-0.983163595,-0.824177742,-0.635984898,-0.527799726,33
0.90994215,0.550584376,-0.57192564,1.458038211,0.847681463,-0.47905463,-2.108711243,0.305597603,-0.90985626,-1.542911768,-0.814620256,-0.286714852,96
0.548218548,0.124040961,-0.195924222,1.460435867,1.182967305,-0.434398293,-1.802278161,-0.217343628,-0.82402724,-1.090315819,0.516468823,-0.379877925,58
0.568518639,-0.04901427,-0.384847641,1.342286825,0.90752387,-0.76244992,-1.472896338,0.359446526,-0.916939735,-0.843313873,0.275939286,-0.675251663,58
1.181065559,1.378163815,-1.566596866,-0.677451193,-0.241000175,-0.032052219,-1.533587217,0.497311294,-1.016949415,-1.443153858,-0.335948646,-0.219385192,72
0.559193432,0.019334495,-0.465765595,1.273005009,0.878827929,-0.708753943,-1.802337885,0.516051412,-0.940853417,-0.833898067,0.252312601,-0.687500834,31
0.599891782,-0.034722745,-0.727170765,1.437055111,0.963467896,-0.824711025,-1.439910889,-0.108310968,-0.955663383,-0.988328636,-0.703076005,-0.506075203,96
0.688952863,0.244875073,-0.19314751,1.510334253,0.954286516,-0.463167012,-2.094184399,-0.073255271,-0.94017005,-1.279832125,-0.670185983,-0.364824414,34
1.004802227,1.176956654,-1.4058249,-0.443870723,-0.16765669,-0.271510243,-1.932645798,0.509045541,-0.864280224,-1.413990021,-1.057026863,-0.60725379,45
0.53712976,-0.041873544,-0.327183247,1.301001668,0.904670954,-0.451293886,-1.781569242,0.380418539,-1.021516919,-0.826075435,0.317743361,-0.647808135,20
0.568487346,-0.026598454,-0.58565712,1.304306507,0.895411491,-0.834533811,-1.503136396,0.368612766,-0.928576052,-0.827876806,0.205079868,-0.690044463,32
0.515935183,0.061708033,-0.478214294,1.512504816,1.127861023,-0.223972991,-1.883517742,0.283615828,-0.689622641,-1.146509528,0.63972348,-0.195522115,63
0.509843767,-0.018039823,-0.516987264,1.168926477,0.86487782,-0.682609618,-1.458017945,0.479035497,-0.939407051,-0.757253647,0.300974905,-0.684809864,59
0.73679316,0.277391851,-0.890511751,1.550425529,0.976404727,-0.676228166,-1.765748978,-0.123682052,-0.962632656,-1.10191679,-0.705086708,-0.40309006,39
0.617816448,0.018718153,-0.528695345,1.416297913,0.948554456,-0.632887006,-1.515104413,-0.084144145,-0.940928161,-0.913988352,-0.659624517,-0.46125567,23
0.612345338,-0.106922567,-0.638174891,1.540976763,1.062319875,-0.467900515,-1.418870807,0.596038103,-1.039662957,-1.031340003,0.473983467,-0.486410201,34
0.473013222,0.241104543,0.227523193,1.149204373,1.160416365,-0.009790152,-1.629345179,-0.747483313,-0.993889749,-1.411205411,0.704220355,-0.234546557,37
0.425093979,-0.019991785,-0.151185736,1.000218391,0.862971246,-0.634335697,-1.586992025,0.491756141,-0.962007403,-0.767805874,0.422208071,-0.587209821,3
0.589985728,0.043112814,-0.441897631,1.428008318,0.963410437,-0.731337309,-1.486926317,-0.106057078,-0.952856898,-1.147992015,-0.641594112,-0.490409791,62
0.409355223,0.04659608,-0.109769627,0.738889813,0.838244557,-0.682681322,-1.56776011,1.355253577,-0.329182386,-1.00419426,0.216300175,-0.830326796,64
0.580282211,0.010345817,-0.366915047,1.345627069,0.902630806,-0.515152931,-1.712711096,0.432089508,-0.921841919,-0.969735861,0.335673988,-0.634060919,81
0.537121296,-0.036136329,-0.407198489,1.349152803,0.952153265,-0.584132373,-1.492672801,-0.105359674,-0.964895308,-0.904625714,0.302366853,-0.604833961,96
0.549706459,0.023726344,-0.556396961,1.183952093,0.865124345,-0.589258015,-1.749677181,0.537736356,-0.926227093,-0.652355552,0.359351933,-0.639899015,27
0.395534307,0.109396666,-0.009132296,1.430524468,1.184193254,-0.082872003,-1.643082976,-0.453029573,-0.789757967,-1.474942565,0.664694369,-0.31975323,91
0.528792441,-0.046770155,-0.317314386,1.22368288,0.875297666,-0.767255425,-1.6657722,0.467137158,-0.937322259,-0.849268258,0.308961213,-0.716432929,57
1.130683303,1.433865428,-1.656485081,-0.686860144,-0.00746116,-0.291111112,-1.665447235,0.40354383,-0.889566422,-1.519314647,-0.6559937,-0.384904385,48
0.483704597,0.17513828,-0.316381454,1.425755382,1.021924257,-0.116909385,-1.529703617,-0.892287135,-0.782678425,-1.4033283,0.742236614,-0.180078387,33
0.519324064,-0.031524301,-0.316902697,1.191454768,0.872040391,-0.547462463,-1.73577106,0.413530052,-0.936706901,-0.824596524,0.309533894,-0.705772281,30
0.925623536,0.9279176,-1.31434989,1.46264708,0.81903708,-0.975485682,-1.61901474,0.131950036,-0.951608658,-1.443767786,-0.804541051,-0.271238208,14
0.615890682,-0.035321474,-0.747957051,1.471360207,0.983473659,-0.557116628,-1.469921231,-0.09997353,-0.946337283,-1.112525344,-0.671505809,-0.471879363,23
0.674381614,0.032448709,-0.544909477,1.561359882,1.200188637,-0.132012978,-1.748988509,-0.012299001,-0.756170094,-1.041368008,0.680848598,-0.295114219,54
0.472435296,-0.033563077,-0.39260298,1.075743794,0.861466289,-0.675846338,-1.755465269,0.513976097,-0.949740529,-0.76560092,0.408339918,-0.658625782,70
0.234597787,0.165400535,0.22145766,1.179991722,1.301225781,-0.217432216,-1.875982165,1.549372077,0.1564807,-1.513065934,0.571537256,-0.450445741,92
0.476012826,0.019399047,0.139793813,1.047509074,0.916645944,-0.430282593,-2.10674715,0.760683775,-0.950790286,-0.923000097,0.442420661,-0.603644669,53
0.547500968,-0.048106313,-0.28634429,1.27953434,0.883420229,-0.505615115,-1.588438869,0.412700653,-0.92864567,-0.857414842,0.292905271,-0.720013857,24
0.687446713,0.00900799,-0.613809228,1.528656006,1.000191092,-0.696475267,-1.66372025,-0.102311462,-0.951617897,-1.261213303,-0.716323018,-0.440927804,62
1.111266017,1.35985148,-1.586714625,-0.44469595,0.263730019,-0.412675619,-1.849446058,0.507505298,-0.875457287,-1.416941404,-1.02707541,-0.541526258,11
0.439679056,-0.024476469,-0.117711231,0.990347862,0.844550908,-0.721939504,-1.763761282,0.557763696,-0.982921004,-0.704736352,0.428953528,-0.565920591,96
0.407429248,-0.051600933,-0.315758049,0.947511256,0.858601093,-0.518661797,-1.459738851,0.499948263,-0.963656187,-0.757755935,0.441801369,-0.584171832,21
0.474405318,-0.004470289,-0.305691004,1.072044253,0.843440115,-0.664577723,-1.522974253,0.520249724,-0.966355622,-0.620658517,0.332839191,-0.63267833,72
0.50384289,0.118046194,-0.328051627,0.868803322,0.78115648,-0.84176439,-1.619990349,0.298036158,-0.916718543,0.293145806,-0.29322201,-0.570399642,36
0.639073074,0.134704232,-0.10158217,1.558083057,1.20076108,-0.496219397,-1.907601237,-0.228260458,-0.808363199,-1.05610466,0.541938007,-0.394711882,40
0.825221539,0.299939215,-0.6748631,1.530975461,0.901284635,-0.485428214,-2.063177824,0.106871873,-0.902987003,-1.324444294,-0.726056159,-0.357393324,74
0.385072291,0.093937516,0.54310292,0.804831862,1.012080431,-0.064540237,-1.683273315,0.549296558,-0.892504096,-1.173529148,0.564744294,-0.319062114,4
0.533834636,-0.022668928,-0.33246398,1.22755003,0.880966306,-0.720812559,-1.632322311,0.448508739,-0.931774914,-0.783020437,0.301728189,-0.663041592,47
0.999212146,1.178338885,-1.188494563,0.580731869,0.748475134,-0.794711649,-1.67563951,0.293844581,-0.922476709,-1.481852412,-0.844056904,-0.44325155,44
0.419770092,-0.033287764,0.077065974,0.866492152,0.932679951,-0.32073915,-2.056870222,0.826127231,-0.974043965,-0.888076782,0.504538417,-0.529256463,56
0.520846546,0.023439258,-0.546762943,1.169339895,0.870595336,-0.680547595,-1.514123559,0.558198988,-0.955055833,-0.62932992,0.331674159,-0.605807185,70
1.177627087,1.396100044,-2.217094183,-0.500034809,0.04996562,-0.350488842,-1.506000519,0.492024481,-1.057468653,-1.450516105,-0.666714549,-0.302609861,92
0.57671082,0.031075209,-0.518862247,1.398076057,0.962368011,-0.757335663,-1.525439858,-0.109927624,-0.96160984,-1.030273199,-0.671338439,-0.501211882,76
0.753895402,0.276762575,-0.931554854,1.563384056,0.968084574,-0.615861654,-1.686751008,-0.083260298,-0.953912795,-1.264452577,-0.675045848,-0.373278499,77
0.658473074,0.020416498,-0.709282279,1.528942823,0.975286126,-0.61416471,-1.580315828,-0.092509955,-0.940318167,-0.889606833,-0.615629315,-0.474311829,19
0.504734576,0.020928144,-0.241379604,1.335274339,0.957296431,-0.329902709,-1.964621782,-0.015379786,-1.308174968,-1.02082324,0.462529421,-0.576168716,21
0.639606059,0.058979422,-0.763226211,1.456423044,0.96841979,-0.718263328,-1.738127947,-0.12606287,-0.934847474,-0.797811627,-0.721338272,-0.34147498,50
0.635072827,-0.005734175,-0.785286188,1.463435888,0.97222954,-0.863565922,-1.509580374,-0.11843881,-0.951712251,-1.022530437,-0.725438118,-0.484911054,45
0.538347483,0.053999484,-0.459198713,1.336183786,0.94598341,-0.830108225,-1.390191674,-0.071544766,-0.972705603,-0.771068037,-0.667725801,-0.420977831,28
0.784104228,0.391346216,-0.754946351,1.551854849,0.951248288,-0.824995995,-1.481306076,-0.0692316,-0.948298991,-1.340579629,-0.670141935,-0.36372745,90
0.776158452,0.39977783,-0.795470715,1.535139561,0.942855239,-0.955921054,-1.530800939,-0.185649633,-0.949483752,-1.164803982,-0.733579338,-0.412154049,19
0.640875816,0.172080129,-0.18352887,1.477967739,0.975999415,-0.591588199,-2.066458702,-0.125175983,-0.942916214,-1.114388704,-0.672460079,-0.395930767,5
