          1.04739,         1.01682,         1.01233,         0.99979,         1.01397,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01397,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
          1.04739,         1.01682,         1.01233,         0.99979,         1.01398,         1.01148,         1.01548,         1.03193,         1.03362,         1.03096,         1.04973,         1.04855,         0.99067,         1.03175,         1.04962,         1.04459,         1.03741,         1.05709,         1.05183,         1.03762,         1.04973,         1.04950,         1.03008,         1.04700,         0.98200,         0.98300,         0.99700,         1.01200,         1.04900,         1.06300,         1.02700,         1.02600,         1.03000,         1.00355,         1.00480,         1.00716,         0.99648,         0.99550,         1.02800,
