,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99936,358.89764,0.99906,358.80703,0.999,358.83982
1,Gen1A-10,0.99974,349.65935,0.9985,349.37363,0.98651,348.73798,1.00217,349.07697
2,Gen1A-11,1.0,349.68644,0.99881,349.41338,0.98733,348.75642,1.00232,349.10449
3,Gen1A-2,1.0,357.97005,0.99926,357.92489,0.99809,357.79862,0.99937,357.84629
4,Gen1A-3,1.0,359.33597,0.99941,359.32021,0.99938,359.25382,0.99886,359.2762
5,Gen1A-4,1.0,49.99998,0.99951,49.9947,1.00033,49.95048,0.99883,49.91828
6,Gen1A-5,1.0,349.94507,0.99874,349.65235,0.98731,348.99014,1.00245,349.38187
7,Gen1A-6,0.99873,349.07845,0.99752,348.79253,0.98517,348.1297,1.00118,348.49442
8,Gen1A-7,1.0,359.47023,0.9994,359.45414,0.99895,359.37592,0.99822,359.40406
9,Gen1A-8,0.99758,353.21166,0.99665,353.09518,0.99091,352.8008,0.99775,352.91485
10,Gen1A-9,0.99611,354.01638,0.99519,353.91105,0.99018,353.64514,0.99608,353.75007
11,Gen1B-1,1.00984,10.37858,1.00889,10.40494,1.00823,13.18285,1.00914,7.68626
12,Gen1B-11,0.99999,7.02756,0.99898,7.02031,0.99583,9.16731,1.00078,4.72053
13,Gen1B-12,0.99778,6.4718,0.99671,6.45853,0.99267,8.59349,0.99886,4.17821
14,Gen1B-13,1.00873,9.93964,1.00769,9.96458,1.00677,12.80644,1.00798,7.22213
15,Gen1B-14,1.01203,10.20758,1.0109,10.23326,1.0096,13.19012,1.0111,7.43054
16,Gen1B-2,1.0082,9.40245,1.00729,9.42299,1.00629,12.01791,1.00764,6.81573
17,Gen1B-3,1.01278,14.30337,1.01205,14.34904,1.01274,17.35043,1.01145,11.42992
18,Gen1B-3-1,1.01278,14.30337,1.01205,14.34904,1.01274,17.35043,1.01145,11.42992
19,Gen1B-4,1.00976,10.24269,1.00877,10.26893,1.00807,13.08135,1.00902,7.53513
20,Gen1B-4-1,1.01738,9.32605,1.01643,9.34619,1.01528,11.97065,1.01687,6.7251
21,Gen1B-5,1.00709,9.03109,1.00586,9.0506,1.00411,12.00046,1.00634,6.27752
22,Gen1B-6,1.00616,8.66382,1.00484,8.68071,1.00263,11.66103,1.00527,5.90258
23,Gen1B-6-1,1.0065,8.94898,1.00523,8.96803,1.00343,11.95502,1.00582,6.17858
24,Gen1B-7,1.01203,10.20757,1.0109,10.23325,1.0096,13.19011,1.0111,7.43054
25,Gen2E-17,1.00083,358.47508,0.9022,358.02695,0.78903,11.33125,1.10048,311.04864
26,Gen2E-18,0.99988,358.55603,0.91909,358.25426,0.80967,9.93832,1.09558,311.49117
27,Gen2E-2,0.99958,358.89852,0.92556,358.71248,0.8232,9.1307,1.08853,312.42057
28,Gen2E-30,0.99954,358.06397,0.90277,357.56186,0.78714,10.90046,1.09655,310.69844
29,Gen2E-33,0.99956,357.34113,0.9101,356.82336,0.79201,9.21684,1.0928,310.30803
30,Gen2E-34,0.9996,358.89498,0.92535,358.7077,0.82414,9.13287,1.08905,312.37409
