,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99952,358.90015,0.99907,358.82971,0.99927,358.91427
1,Gen1A-10,0.99974,349.65935,0.99896,349.40484,0.98667,348.92023,1.0002,349.55641
2,Gen1A-11,1.0,349.68644,0.99926,349.44322,0.98746,348.93604,1.00039,349.58337
3,Gen1A-2,1.0,357.97005,0.99946,357.92949,0.99813,357.83393,0.99948,357.95423
4,Gen1A-3,1.0,359.33597,0.99956,359.32178,0.99939,359.26965,0.99921,359.33053
5,Gen1A-4,1.0,49.99998,0.99963,49.99523,1.00029,49.95771,0.99924,49.93934
6,Gen1A-5,1.0,349.94507,0.99922,349.68426,0.98743,349.17693,1.00048,349.85126
7,Gen1A-6,0.99873,349.07845,0.99798,348.82391,0.98532,348.31493,0.99921,348.97542
8,Gen1A-7,1.0,359.47023,0.99955,359.45571,0.99898,359.39374,0.99873,359.46564
9,Gen1A-8,0.99758,353.21166,0.99692,353.10758,0.99108,352.88407,0.99735,353.16119
10,Gen1A-9,0.99611,354.01638,0.99546,353.92219,0.99033,353.7208,0.99581,353.97212
11,Gen1B-1,1.00984,10.37858,1.00902,10.40234,1.00852,12.9082,1.0079,9.54738
12,Gen1B-11,0.99999,7.02756,0.99915,7.02065,0.99633,8.97014,0.99856,6.33185
13,Gen1B-12,0.99778,6.4718,0.9969,6.45946,0.99324,8.4004,0.99652,5.77839
14,Gen1B-13,1.00873,9.93964,1.00783,9.96223,1.00707,12.52663,1.00674,9.0948
15,Gen1B-14,1.01203,10.20758,1.01104,10.23094,1.0099,12.89837,1.00994,9.33955
16,Gen1B-2,1.0082,9.40245,1.00743,9.42085,1.00661,11.76394,1.00623,8.61
17,Gen1B-3,1.01278,14.30337,1.01214,14.34455,1.01291,17.04122,1.01083,13.42418
18,Gen1B-3-1,1.01278,14.30337,1.01214,14.34455,1.01291,17.04122,1.01083,13.42418
19,Gen1B-4,1.00976,10.24269,1.00891,10.26639,1.00836,12.80357,1.00779,9.40412
20,Gen1B-4-1,1.01738,9.32605,1.01657,9.34411,1.01562,11.71407,1.01544,8.52719
21,Gen1B-5,1.00709,9.03109,1.00602,9.04898,1.00444,11.71313,1.00506,8.16369
22,Gen1B-6,1.00616,8.66382,1.00501,8.67942,1.00297,11.37188,1.00399,7.79046
23,Gen1B-6-1,1.0065,8.94898,1.00539,8.9665,1.00376,11.66443,1.00452,8.0734
24,Gen1B-7,1.01203,10.20757,1.01104,10.23093,1.0099,12.89837,1.00995,9.33954
25,Gen2E-17,1.00083,358.47508,0.91359,356.43012,0.85768,339.54396,1.04594,238.87529
26,Gen2E-18,0.99988,358.55603,0.92833,356.92837,0.87079,339.33567,1.04011,239.12689
27,Gen2E-2,0.99958,358.89852,0.93404,357.48112,0.88101,339.66446,1.03684,239.71868
28,Gen2E-30,0.99954,358.06397,0.91402,356.00662,0.85589,339.1857,1.04414,238.49486
29,Gen2E-33,0.99956,357.34113,0.92058,355.38336,0.85874,338.19625,1.04177,237.92703
30,Gen2E-34,0.9996,358.89498,0.93384,357.47304,0.8822,339.64655,1.03792,239.68607
31,Gen2E-35,0.99738,357.34425,0.92518,355.59729,0.86273,337.96743,1.03786,238.04421
32,Gen2E-36,0.99783,357.35576,0.92215,355.50075,0.85929,338.04952,1.03979,237.95619
33,Gen2E-37,0.99961,357.77141,0.94243,356.41689,0.88757,338.51333,1.02987,238.95652
34,Gen2E-5,0.99573,359.39226,0.8965,357.41992,0.84493,339.89305,1.03946,239.77768
35,Gen2E-7,0.99957,359.12245,0.93275,357.70141,0.87744,339.8031,1.03678,239.76902
36,Gen2W-1,0.99944,5.30047,0.75865,0.11506,0.80193,352.61382,1.0748,244.20853
37,Gen2W-11,0.99944,5.22766,0.75123,359.76609,0.80176,352.53023,1.07502,244.14581
38,Gen2W-12,0.99945,4.85749,0.77208,359.92676,0.80268,351.78256,1.07401,243.84624
39,Gen2W-21,0.99944,5.07524,0.76801,0.09184,0.80113,352.54889,1.07642,243.98968
40,Gen2W-24,0.99933,4.3638,0.77227,359.31145,0.80274,351.59169,1.07653,243.36567
41,Gen2W-25,0.99849,4.65633,0.75239,359.06417,0.80133,351.59909,1.0726,243.66754
42,Gen2W-5,0.99944,5.19041,0.75626,359.95731,0.80522,352.29676,1.07198,244.14497
43,Gen2W-6,0.99822,4.626,0.76116,359.34979,0.8027,351.29103,1.07065,243.67508
44,Gen3D-10,0.99723,5.21419,0.99483,4.95723,0.97605,353.91219,0.98147,255.64383
45,Gen3D-13,1.00098,5.46362,0.99891,5.23306,0.9818,354.24395,0.98913,255.87745
46,Gen3D-15,0.99715,5.47699,0.99422,5.17606,0.97434,354.02592,0.98158,255.86245
47,Gen3D-17,0.99349,4.7628,0.99121,4.51245,0.97268,353.46316,0.97918,255.17641
48,Gen3D-20,1.00126,6.34186,0.99935,6.1383,0.98294,355.24343,0.98983,256.80767
49,Gen3D-23,0.99638,5.41177,0.99348,5.11278,0.97346,353.96789,0.98108,255.79387
50,Gen3D-25,0.99478,5.48591,0.99149,5.15275,0.97005,353.92476,0.98052,255.81762
51,Gen3D-26,0.99784,5.56485,0.99495,5.26721,0.9751,354.12572,0.98311,255.94819
52,Gen3D-29,0.99563,5.62378,0.99228,5.28618,0.97072,354.05082,0.98172,255.94912
