,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99921,358.89627,0.99942,358.81979,0.99917,358.88521
1,Gen1A-10,0.99974,349.65935,0.99805,349.35558,0.98683,348.87084,1.00075,349.34857
2,Gen1A-11,1.0,349.68644,0.99838,349.39608,0.98764,348.88795,1.00091,349.37667
3,Gen1A-2,1.0,357.97005,0.99909,357.92237,0.99848,357.82115,0.99943,357.91075
4,Gen1A-3,1.0,359.33597,0.99927,359.31937,0.99973,359.26188,0.99909,359.30947
5,Gen1A-4,1.0,49.99998,0.9994,49.9942,1.00063,49.95049,0.99914,49.92545
6,Gen1A-5,1.0,349.94507,0.99829,349.634,0.98765,349.12301,1.001,349.64899
7,Gen1A-6,0.99873,349.07845,0.99708,348.77424,0.98548,348.26417,0.99977,348.7665
8,Gen1A-7,1.0,359.47023,0.99927,359.45331,0.99929,359.38465,0.99852,359.44205
9,Gen1A-8,0.99758,353.21166,0.99639,353.08801,0.99131,352.86089,0.99742,353.0573
10,Gen1A-9,0.99611,354.01638,0.99495,353.90466,0.99059,353.699,0.99584,353.87886
11,Gen1B-1,1.00984,10.37858,1.00882,10.40716,1.00756,13.32297,1.00783,8.71409
12,Gen1B-11,0.99999,7.02756,0.99885,7.02092,0.99561,9.29063,0.99888,5.62649
13,Gen1B-12,0.99778,6.4718,0.99658,6.45886,0.9924,8.71892,0.99694,5.07441
14,Gen1B-13,1.00873,9.93964,1.00762,9.96676,1.00586,12.95136,1.00671,8.24739
15,Gen1B-14,1.01203,10.20758,1.01083,10.23549,1.00842,13.34174,1.0099,8.46804
16,Gen1B-2,1.0082,9.40245,1.00721,9.42492,1.00581,12.15045,1.00621,7.81468
17,Gen1B-3,1.01278,14.30337,1.012,14.35208,1.0123,17.49111,1.01046,12.54813
18,Gen1B-3-1,1.01278,14.30337,1.012,14.35208,1.0123,17.49111,1.01046,12.54813
19,Gen1B-4,1.00976,10.24269,1.0087,10.27116,1.00729,13.2237,1.00773,8.56334
20,Gen1B-4-1,1.01738,9.32605,1.01635,9.34811,1.01473,12.10522,1.01544,7.72542
21,Gen1B-5,1.00709,9.03109,1.00578,9.05258,1.00272,12.15461,1.00513,7.29197
22,Gen1B-6,1.00616,8.66382,1.00477,8.6826,1.00104,11.81787,1.00408,6.91183
23,Gen1B-6-1,1.0065,8.94898,1.00516,8.97,1.00194,12.11158,1.00462,7.19351
24,Gen1B-7,1.01203,10.20757,1.01083,10.23549,1.00842,13.34173,1.0099,8.46804
25,Gen2E-17,1.00083,358.47508,0.89587,354.27713,0.82392,309.71497,1.05469,159.85404
26,Gen2E-18,0.99988,358.55603,0.91311,355.19239,0.83512,310.36643,1.04891,160.34784
27,Gen2E-2,0.99958,358.89852,0.91957,355.91621,0.84356,311.67471,1.04612,161.2178
28,Gen2E-30,0.99954,358.06397,0.89698,353.88559,0.8219,309.35945,1.05325,159.47091
29,Gen2E-33,0.99956,357.34113,0.90474,353.41162,0.82335,308.74458,1.05085,159.03919
30,Gen2E-34,0.9996,358.89498,0.91932,355.9032,0.84489,311.64635,1.04811,161.18681
31,Gen2E-35,0.99738,357.34425,0.91017,353.80879,0.82607,309.02574,1.047,159.31311
32,Gen2E-36,0.99783,357.35576,0.90667,353.61757,0.82353,308.73297,1.04888,159.11503
33,Gen2E-37,0.99961,357.77141,0.93016,355.03213,0.84756,311.23228,1.03754,160.70678
34,Gen2E-5,0.99573,359.39226,0.87502,354.98879,0.8141,310.04111,1.04776,160.73623
35,Gen2E-7,0.99957,359.12245,0.91806,356.11278,0.84143,311.38904,1.04596,161.14438
36,Gen2W-1,0.99944,5.30047,0.71598,353.23033,0.7733,317.42577,1.07972,163.68258
37,Gen2W-11,0.99944,5.22766,0.7079,352.54359,0.77321,317.38776,1.07999,163.63412
38,Gen2W-12,0.99945,4.85749,0.7315,353.54523,0.77433,316.85627,1.07931,163.40208
39,Gen2W-21,0.99944,5.07524,0.72687,353.60192,0.77254,317.38649,1.08159,163.47892
40,Gen2W-24,0.99933,4.3638,0.7318,352.91447,0.77412,316.40369,1.08159,162.87834
41,Gen2W-25,0.99849,4.65633,0.71055,351.90212,0.77282,316.59663,1.0778,163.20411
42,Gen2W-5,0.99944,5.19041,0.71348,352.99268,0.77685,317.11745,1.07671,163.61917
43,Gen2W-6,0.99822,4.626,0.71964,352.53862,0.77446,316.43938,1.07588,163.24716
44,Gen3D-10,0.99723,5.21419,0.9937,4.87362,0.96341,347.24632,0.97978,184.28297
45,Gen3D-13,1.00098,5.46362,0.99791,5.16086,0.97006,347.65569,0.98898,184.53933
46,Gen3D-15,0.99715,5.47699,0.99284,5.07368,0.96089,347.236,0.97926,184.45661
47,Gen3D-17,0.99349,4.7628,0.99012,4.43152,0.96031,346.80538,0.97807,183.81905
48,Gen3D-20,1.00126,6.34186,0.99844,6.0752,0.97185,348.73431,0.99073,185.49284
49,Gen3D-23,0.99638,5.41177,0.99211,5.01105,0.95997,347.18303,0.97901,184.3866
50,Gen3D-25,0.99478,5.48591,0.98993,5.03592,0.95571,347.03872,0.9787,184.36246
51,Gen3D-26,0.99784,5.56485,0.99359,5.16596,0.96172,347.34323,0.98136,184.53868
52,Gen3D-29,0.99563,5.62378,0.99069,5.16736,0.9563,347.1531,0.98005,184.48637
53,Gen3D-30,0.98896,5.10097,0.98349,4.59519,0.94636,346.40611,0.97205,183.87986
54,Gen3D-31,0.99536,5.29518,0.99109,4.89339,0.9588,347.05274,0.97806,184.26435
55,Gen3D-32,0.99369,5.15668,0.98933,4.74499,0.95655,346.85777,0.97663,184.10316
56,Gen3D-4,0.99982,5.75322,0.99566,5.36403,0.96348,347.58146,0.98164,184.75387
57,Gen3D-5,0.99832,5.59331,0.99416,5.2021,0.96219,347.40038,0.9813,184.58078
58,Gen3L-10,0.99156,6.37629,0.98722,6.00408,0.95432,348.40462,0.97083,185.4374
59,Gen3L-18,0.99793,6.99725,0.99361,6.63255,0.96131,349.10678,0.97674,186.09845
60,Gen3L-2,0.99472,6.78569,0.98981,6.37399,0.95608,348.65231,0.97513,185.77562
61,Gen3L-20,0.99962,7.43278,0.99533,7.07358,0.96361,349.60112,0.9782,186.56398
62,Gen3L-21,0.99962,7.80925,0.99538,7.4575,0.96457,350.04748,0.97819,186.97842
63,Gen3L-22,0.99962,7.89976,0.9954,7.55031,0.9647,350.15712,0.97811,187.07817
64,Gen3L-26-1,0.99565,355.64869,0.99209,355.32751,0.96296,336.88827,0.98008,174.8733
65,Gen3L-27,0.99415,353.81379,0.99034,353.48004,0.95805,334.73355,0.97705,172.99357
66,Gen3L-29,0.99961,356.00317,0.99626,355.72168,0.96713,337.37778,0.97908,175.42462
67,Gen3L-3,0.99691,6.99597,0.99227,6.60699,0.95959,348.98886,0.97664,186.04541
68,Gen3L-30,0.99785,355.86609,0.99437,355.5519,0.96538,337.15491,0.98149,175.1123
69,Gen3L-31,0.99985,13.02897,0.99541,12.7143,0.9803,356.53207,0.99008,192.60035
70,Gen3L-32,0.99745,9.51904,0.99239,9.12681,0.97208,351.90298,0.98944,188.66922
71,Gen3L-33,0.99982,344.48599,0.98967,343.54618,0.93903,321.12453,0.99421,162.26969
72,Gen3L-34,1.00519,344.31499,0.98966,342.75847,0.93822,319.96206,0.9989,162.17968
73,Gen3L-35,1.00017,344.35753,0.99155,343.53452,0.94591,321.73921,0.9937,162.71343
74,Gen3L-36,1.00967,350.7457,1.0044,350.33066,0.98219,329.82483,1.00664,169.62527
75,Gen3L-37,0.9999,358.11844,0.99632,357.7806,0.97208,339.64661,0.99061,177.30032
76,Gen3L-38,1.01988,348.04173,1.01432,347.56268,0.9925,326.71953,1.01651,166.73696
77,Gen3L-38-1,0.98956,344.33005,0.98251,343.65957,0.9384,322.13633,0.98256,162.71814
78,Gen3L-39,0.99124,6.30313,0.98665,5.91144,0.95322,348.23625,0.97127,185.32202
79,Gen3L-40,0.9912,353.1779,0.98731,352.8387,0.9542,333.99327,0.974,172.34194
80,Gen3L-41,0.99411,358.3133,0.99064,357.98357,0.96834,339.91106,0.98627,177.51745
81,Gen3L-42,0.99075,337.41959,0.98223,336.35871,0.93076,312.8042,0.98429,155.18888
82,Gen3L-49,0.99968,338.49818,0.9916,337.52524,0.94407,314.07957,0.99205,156.27491
83,Gen3L-57,0.99252,344.31218,0.98646,343.74879,0.94337,322.28687,0.9864,162.88856
84,Gen3L-58,0.99545,345.64471,0.98918,345.089,0.94675,323.71877,0.98935,164.25793
85,Gen3L-59,0.99252,344.31218,0.98646,343.74879,0.94337,322.28687,0.9864,162.88856
86,Gen3L-6,0.99138,6.30404,0.98602,5.85191,0.95065,347.94229,0.97306,185.19036
87,Gen3L-60,0.99252,344.31218,0.98646,343.74879,0.94337,322.28687,0.9864,162.88856
88,Gen3L-61,0.99035,344.19758,0.98362,343.55643,0.94114,322.05411,0.98391,162.64796
89,Gen3L-62,0.99035,344.19758,0.98362,343.55643,0.94114,322.05411,0.98391,162.64796
90,Gen3L-63,0.99825,346.29287,0.99156,345.71164,0.94899,324.34085,0.99212,164.90292
91,Gen3L-64,0.99825,346.29287,0.99156,345.71164,0.94899,324.34085,0.99212,164.90292
92,Gen3L-65,0.99268,344.38733,0.98413,343.56432,0.93883,321.769,0.98627,162.74322
93,Gen3L-66,0.99268,344.38733,0.98413,343.56432,0.93883,321.769,0.98627,162.74322
94,Gen3L-67,0.99903,337.8537,0.99067,336.84803,0.93956,313.31487,0.99246,155.57927
95,Gen3L-68,0.99903,337.8537,0.99067,336.84803,0.93956,313.31487,0.99246,155.57927
96,Gen3L-7,0.99145,6.36087,0.98619,5.91629,0.95111,348.03809,0.97303,185.264
97,Gen3L-8,0.99168,6.55358,0.98647,6.1154,0.95175,348.27277,0.9731,185.4755
98,LCC1受端,0.99956,349.8432,0.99769,349.48606,0.98573,348.94032,1.00049,349.54532
99,LCC1送端,0.99235,0.22174,0.88251,357.97548,0.80891,307.48498,1.03148,161.59254
100,LCC4受端,0.98717,5.31753,0.98087,4.74075,0.94079,346.35491,0.96997,183.98887
101,LCC4送端,0.99959,6.1992,0.90405,7.12753,0.81649,307.2241,1.02253,167.29804
102,LCC5受端,0.99765,344.36769,0.98216,342.80276,0.93111,320.00552,0.99139,162.23306
