,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.9995,358.90019,0.99909,358.82965,0.99923,358.90205
1,Gen1A-10,0.99974,349.65935,0.9989,349.40478,0.98661,348.92294,1.00034,349.46131
2,Gen1A-11,1.0,349.68644,0.9992,349.44316,0.9874,348.93863,1.00053,349.48853
3,Gen1A-2,1.0,357.97005,0.99943,357.92954,0.99815,357.83417,0.99944,357.93539
4,Gen1A-3,1.0,359.33597,0.99954,359.32181,0.99941,359.26951,0.99917,359.32188
5,Gen1A-4,1.0,49.99998,0.99961,49.99523,1.00032,49.9572,0.99922,49.93787
6,Gen1A-5,1.0,349.94507,0.99915,349.68423,0.98738,349.17932,1.00059,349.75882
7,Gen1A-6,0.99873,349.07845,0.99791,348.82381,0.98525,348.31752,0.99935,348.8796
8,Gen1A-7,1.0,359.47023,0.99953,359.45574,0.999,359.39355,0.9987,359.45568
9,Gen1A-8,0.99758,353.21166,0.99689,353.10759,0.99106,352.88525,0.99734,353.11443
10,Gen1A-9,0.99611,354.01638,0.99543,353.92221,0.99032,353.72181,0.99578,353.93027
11,Gen1B-1,1.00984,10.37858,1.00902,10.40238,1.0078,12.96348,1.00785,9.18703
12,Gen1B-11,0.99999,7.02756,0.99914,7.0208,0.9959,9.00935,0.99864,6.02705
13,Gen1B-12,0.99778,6.4718,0.99689,6.45963,0.99277,8.43993,0.99665,5.47393
14,Gen1B-13,1.00873,9.93964,1.00783,9.96227,1.00617,12.58478,1.00671,8.72785
15,Gen1B-14,1.01203,10.20758,1.01104,10.23098,1.0088,12.96119,1.0099,8.96201
16,Gen1B-2,1.0082,9.40245,1.00742,9.42091,1.00602,11.81335,1.0062,8.26637
17,Gen1B-3,1.01278,14.30337,1.01214,14.34455,1.01241,17.10008,1.01065,13.04723
18,Gen1B-3-1,1.01278,14.30337,1.01214,14.34455,1.01241,17.10008,1.01065,13.04723
19,Gen1B-4,1.00976,10.24269,1.0089,10.26644,1.00756,12.86027,1.00775,9.04032
20,Gen1B-4-1,1.01738,9.32605,1.01657,9.34418,1.01497,11.76471,1.01542,8.18062
21,Gen1B-5,1.00709,9.03109,1.00601,9.04903,1.00317,11.77649,1.00507,7.7852
22,Gen1B-6,1.00616,8.66382,1.00501,8.67947,1.00156,11.43665,1.004,7.4087
23,Gen1B-6-1,1.0065,8.94898,1.00539,8.96654,1.00242,11.72924,1.00454,7.69109
24,Gen1B-7,1.01203,10.20757,1.01104,10.23097,1.0088,12.96118,1.0099,8.962
25,Gen2E-17,1.00083,358.47508,0.91293,355.01107,0.8569,314.72982,1.03696,175.26714
26,Gen2E-18,0.99988,358.55603,0.92756,355.76612,0.86642,315.31322,1.03179,175.64577
27,Gen2E-2,0.99958,358.89852,0.93323,356.41818,0.87361,316.46782,1.02988,176.37277
28,Gen2E-30,0.99954,358.06397,0.91347,354.6148,0.85517,314.39042,1.03571,174.87635
29,Gen2E-33,0.99956,357.34113,0.92008,354.09129,0.85638,313.78786,1.03375,174.3647
30,Gen2E-34,0.9996,358.89498,0.93301,356.40699,0.87496,316.44063,1.03159,176.34315
31,Gen2E-35,0.99738,357.34425,0.92459,354.41373,0.85825,314.01897,1.03023,174.56249
32,Gen2E-36,0.99783,357.35576,0.92159,354.26088,0.85619,313.77363,1.03173,174.42147
33,Gen2E-37,0.99961,357.77141,0.94182,355.48855,0.87746,316.02724,1.02281,175.70028
34,Gen2E-5,0.99573,359.39226,0.89594,355.7691,0.84581,314.94339,1.03118,176.16428
35,Gen2E-7,0.99957,359.12245,0.93193,356.62026,0.87178,316.23633,1.0295,176.37002
36,Gen2W-1,0.99944,5.30047,0.75815,355.88186,0.81508,322.09534,1.06057,179.8994
37,Gen2W-11,0.99944,5.22766,0.75121,355.36413,0.81499,322.05172,1.06077,179.84218
38,Gen2W-12,0.99945,4.85749,0.77109,355.95443,0.81577,321.56113,1.05995,179.57086
39,Gen2W-21,0.99944,5.07524,0.76615,356.00627,0.8144,322.02577,1.06179,179.6808
40,Gen2W-24,0.99933,4.3638,0.77058,355.30377,0.81556,321.1318,1.06118,179.06004
41,Gen2W-25,0.99849,4.65633,0.75174,354.63102,0.81437,321.3202,1.05853,179.37955
42,Gen2W-5,0.99944,5.19041,0.75607,355.68343,0.81796,321.83933,1.0581,179.83567
43,Gen2W-6,0.99822,4.626,0.76108,355.17302,0.81561,321.18193,1.05696,179.40655
44,Gen3D-10,0.99723,5.21419,0.99469,4.92425,0.96659,349.04112,0.98093,195.18177
45,Gen3D-13,1.00098,5.46362,0.99878,5.20405,0.97301,349.43355,0.98978,195.42359
46,Gen3D-15,0.99715,5.47699,0.99405,5.13633,0.96433,349.0541,0.98039,195.38614
47,Gen3D-17,0.99349,4.7628,0.99107,4.48052,0.96345,348.59858,0.97905,194.71579
48,Gen3D-20,1.00126,6.34186,0.99923,6.11232,0.9746,350.49518,0.99131,196.36136
49,Gen3D-23,0.99638,5.41177,0.99331,5.07328,0.96342,348.99962,0.98013,195.31546
50,Gen3D-25,0.99478,5.48591,0.9913,5.10782,0.95945,348.87252,0.97975,195.31905
51,Gen3D-26,0.99784,5.56485,0.99478,5.22786,0.96515,349.15864,0.9824,195.46885
52,Gen3D-29,0.99563,5.62378,0.99209,5.24049,0.96007,348.98835,0.98107,195.44728
53,Gen3D-30,0.98896,5.10097,0.98505,4.67802,0.95049,348.26148,0.97322,194.86088
54,Gen3D-31,0.99536,5.29517,0.99229,4.95589,0.96227,348.87054,0.97917,195.1945
55,Gen3D-32,0.99369,5.15668,0.99056,4.80949,0.96008,348.68031,0.97772,195.03964
56,Gen3D-4,0.99982,5.75322,0.99682,5.4239,0.9669,349.39322,0.98287,195.67971
57,Gen3D-5,0.99832,5.59331,0.99533,5.26249,0.9656,349.21353,0.98241,195.50882
58,Gen3L-10,0.99156,6.37629,0.98838,6.05915,0.9579,350.20918,0.97233,196.35983
59,Gen3L-18,0.99793,6.99725,0.99475,6.68592,0.96482,350.90493,0.97828,197.01454
60,Gen3L-2,0.99472,6.78569,0.99113,6.4365,0.95983,350.46856,0.97654,196.71634
61,Gen3L-20,0.99962,7.43278,0.99646,7.12571,0.96705,351.39477,0.97975,197.47526
62,Gen3L-21,0.99962,7.80925,0.9965,7.50803,0.96791,351.83634,0.97969,197.88328
63,Gen3L-22,0.99962,7.89976,0.99651,7.60037,0.96802,351.94462,0.97962,197.98144
64,Gen3L-26-1,0.99565,355.64869,0.99279,355.36256,0.96641,338.8635,0.98084,185.63597
65,Gen3L-27,0.99415,353.81379,0.99103,353.51411,0.96188,336.75064,0.97772,183.7585
66,Gen3L-29,0.99961,356.00317,0.99685,355.74695,0.97059,339.36172,0.97999,186.14229
67,Gen3L-3,0.99691,6.99597,0.99351,6.66503,0.96319,350.7957,0.97809,196.97345
68,Gen3L-30,0.99785,355.86609,0.99505,355.58576,0.96881,339.12576,0.98234,185.87011
69,Gen3L-31,0.99985,13.02897,0.99657,12.7568,0.98186,358.23009,0.99189,203.36536
70,Gen3L-32,0.99745,9.51904,0.99374,9.1847,0.97433,353.69031,0.99062,199.5624
71,Gen3L-33,0.99982,344.48599,0.99137,343.66072,0.94583,323.57397,0.99212,173.36207
72,Gen3L-34,1.00519,344.31499,0.99218,342.94051,0.94449,322.55596,0.99652,173.25585
73,Gen3L-35,1.00017,344.35753,0.99295,343.62514,0.95136,324.13996,0.99197,173.63954
74,Gen3L-36,1.00967,350.7457,1.00524,350.36679,0.98531,332.07524,1.00569,180.39639
75,Gen3L-37,0.9999,358.11844,0.99713,357.82344,0.975,341.57382,0.99111,188.08424
76,Gen3L-38,1.01988,348.04173,1.01522,347.60902,0.99568,329.00193,1.01567,177.54141
77,Gen3L-38-1,0.98956,344.33005,0.98366,343.73337,0.94377,324.4852,0.98109,173.63403
78,Gen3L-39,0.99124,6.30313,0.98787,5.9703,0.9569,350.04819,0.9727,196.25409
79,Gen3L-40,0.9912,353.17789,0.988,352.87274,0.95812,336.02434,0.97459,183.10764
80,Gen3L-41,0.99411,358.3133,0.99142,358.0249,0.97104,341.83385,0.98672,188.29183
