,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.999,358.8935,0.99987,358.75648,0.99789,358.70521
1,Gen1A-10,0.99974,349.65935,0.99742,349.3196,0.98903,348.39869,1.00406,348.01977
2,Gen1A-11,1.0,349.68644,0.99777,349.36177,0.98985,348.41446,1.00425,348.03791
3,Gen1A-2,1.0,357.97005,0.99883,357.91724,0.999,357.72326,0.99838,357.63421
4,Gen1A-3,1.0,359.33597,0.99907,359.31767,1.00014,359.21766,0.99767,359.18537
5,Gen1A-4,1.0,49.99998,0.99923,49.99281,1.00099,49.94132,0.99764,49.8878
6,Gen1A-5,1.0,349.94507,0.99764,349.59715,0.98986,348.6415,1.00416,348.35558
7,Gen1A-6,0.99873,349.07845,0.99644,348.73808,0.98782,347.78281,1.00314,347.42937
8,Gen1A-7,1.0,359.47023,0.99907,359.45162,0.99968,359.33397,0.99685,359.30188
9,Gen1A-8,0.99758,353.21166,0.99601,353.07396,0.9923,352.63341,0.99732,352.38829
10,Gen1A-9,0.99611,354.01638,0.99459,353.89206,0.99148,353.4919,0.99548,353.27913
11,Gen1B-1,1.00984,10.37858,1.00866,10.41025,1.00433,14.16573,1.01314,3.5397
12,Gen1B-11,0.99999,7.02756,0.99863,7.02079,0.9932,9.86336,1.00562,1.15249
13,Gen1B-12,0.99778,6.4718,0.99635,6.45808,0.98971,9.28422,1.004,0.63439
14,Gen1B-13,1.00873,9.93964,1.00746,9.9696,1.00195,13.82446,1.01241,3.03592
15,Gen1B-14,1.01203,10.20758,1.01066,10.23832,1.00369,14.26735,1.0157,3.14873
16,Gen1B-2,1.0082,9.40245,1.00705,9.4275,1.00306,12.91306,1.0115,2.8303
17,Gen1B-3,1.01278,14.30337,1.0119,14.35713,1.01016,18.41955,1.01335,7.0079
18,Gen1B-3-1,1.01278,14.30337,1.0119,14.35713,1.01016,18.41955,1.01335,7.0079
19,Gen1B-4,1.00976,10.24269,1.00855,10.27418,1.00378,14.08268,1.01319,3.36477
20,Gen1B-4-1,1.01738,9.32605,1.01618,9.35062,1.01174,12.88083,1.02095,2.71819
21,Gen1B-5,1.00709,9.03109,1.0056,9.05468,0.99729,13.07944,1.0118,2.03334
22,Gen1B-6,1.00616,8.66382,1.00458,8.68437,0.99498,12.75685,1.01092,1.6453
23,Gen1B-6-1,1.0065,8.94898,1.00497,8.97201,0.99622,13.05353,1.01157,1.90898
24,Gen1B-7,1.01203,10.20757,1.01066,10.23831,1.00369,14.26734,1.0157,3.14873
25,Gen2E-17,1.00083,358.47508,0.87494,349.45877,0.70657,257.10326,1.14453,102.41104
26,Gen2E-18,0.99988,358.55603,0.89499,351.26968,0.71112,259.66607,1.14753,102.17851
27,Gen2E-2,0.99958,358.89852,0.90282,352.33811,0.70927,262.97004,1.14748,102.12454
28,Gen2E-30,0.99954,358.06397,0.87634,349.15393,0.7037,256.73211,1.1424,102.06465
29,Gen2E-33,0.99956,357.34113,0.88556,349.01372,0.69971,256.75032,1.14089,101.31728
30,Gen2E-34,0.9996,358.89498,0.90248,352.31528,0.71073,262.94067,1.14916,102.14686
31,Gen2E-35,0.99738,357.34425,0.89241,349.78834,0.6973,258.09055,1.13981,101.13758
32,Gen2E-36,0.99783,357.35576,0.88814,349.40083,0.69905,257.06245,1.14061,101.27857
33,Gen2E-37,0.99961,357.77141,0.91527,351.90375,0.70379,263.64149,1.14157,100.93299
34,Gen2E-5,0.99573,359.39226,0.85489,349.42245,0.70206,257.34492,1.12793,103.12804
35,Gen2E-7,0.99957,359.12245,0.90108,352.4829,0.71363,261.96786,1.14486,102.52401
36,Gen2W-1,0.99944,5.30047,0.69581,340.20841,0.69853,253.70576,1.12306,110.27839
37,Gen2W-11,0.99944,5.22766,0.69173,339.29336,0.69846,253.75444,1.12334,110.21464
38,Gen2W-12,0.99945,4.85749,0.70368,340.42314,0.69788,253.63488,1.12358,109.82198
39,Gen2W-21,0.99944,5.07524,0.68893,338.57525,0.69889,253.58674,1.12436,110.13607
40,Gen2W-24,0.99933,4.3638,0.6948,338.26595,0.70143,252.55499,1.12594,109.46697
41,Gen2W-25,0.99849,4.65633,0.68077,335.96088,0.69685,253.25196,1.12248,109.64024
42,Gen2W-5,0.99944,5.19041,0.69496,339.98479,0.70124,253.46597,1.12191,110.09107
43,Gen2W-6,0.99822,4.626,0.70016,339.57651,0.69694,253.42718,1.12173,109.53186
44,Gen3D-10,0.99723,5.21419,0.99235,4.75447,0.93236,340.49336,1.0198,99.731
45,Gen3D-13,1.00098,5.46362,0.9967,5.05754,0.94088,340.98484,1.02879,99.90914
46,Gen3D-15,0.99715,5.47699,0.99122,4.9286,0.92648,340.37044,1.01947,100.03755
47,Gen3D-17,0.99349,4.7628,0.98882,4.31622,0.92957,340.04919,1.0177,99.27786
48,Gen3D-20,1.00126,6.34186,0.99733,5.9843,0.94428,342.15595,1.03111,100.76194
49,Gen3D-23,0.99638,5.41177,0.99051,4.86683,0.92558,340.32101,1.01938,99.96523
50,Gen3D-25,0.99478,5.48591,0.98813,4.8708,0.91839,340.08306,1.01994,100.06097
51,Gen3D-26,0.99784,5.56485,0.99199,5.02251,0.92748,340.48959,1.02207,100.11868
52,Gen3D-29,0.99563,5.62378,0.98886,4.99947,0.9186,340.19141,1.02161,100.19819
53,Gen3D-30,0.98896,5.10097,0.98147,4.4063,0.90566,339.32246,1.01306,99.69893
54,Gen3D-31,0.99536,5.29518,0.98949,4.74875,0.92432,340.1823,1.01843,99.85378
55,Gen3D-32,0.99369,5.15668,0.9877,4.59624,0.92146,339.95979,1.01709,99.72724
56,Gen3D-4,0.99982,5.75322,0.99409,5.22476,0.92983,340.75608,1.02312,100.30032
57,Gen3D-5,0.99832,5.59331,0.9926,5.06198,0.92839,340.56195,1.02249,100.14744
58,Gen3L-10,0.99156,6.37629,0.98564,5.86483,0.92012,341.70166,1.01257,100.82088
59,Gen3L-18,0.99793,6.99725,0.99203,6.49652,0.92767,342.4561,1.01844,101.42335
60,Gen3L-2,0.99472,6.78569,0.98803,6.21683,0.91944,341.88399,1.01671,101.23082
61,Gen3L-20,0.99962,7.43279,0.99375,6.93993,0.93044,342.98763,1.01963,101.84614
62,Gen3L-21,0.99962,7.80925,0.99383,7.32713,0.93199,343.47551,1.01892,102.21282
63,Gen3L-22,0.99962,7.89976,0.99385,7.42095,0.93226,343.5962,1.01878,102.30025
64,Gen3L-26-1,0.99565,355.64869,0.99132,355.22764,0.93413,329.59652,1.01126,88.02618
65,Gen3L-27,0.99415,353.81379,0.98962,353.37983,0.92716,327.27578,1.00648,85.98109
66,Gen3L-29,0.99961,356.00317,0.99561,355.64059,0.93947,330.21103,1.0062,87.95498
67,Gen3L-3,0.99691,6.99597,0.99058,6.46003,0.92444,342.28398,1.01795,101.43
68,Gen3L-30,0.99785,355.86609,0.9936,355.45473,0.93696,329.89168,1.01283,88.22471
69,Gen3L-31,0.99985,13.02897,0.99376,12.59672,0.95743,350.55798,1.0233,106.98868
70,Gen3L-32,0.99745,9.51904,0.99054,8.9767,0.94319,345.40369,1.03291,103.61342
71,Gen3L-33,0.99982,344.48599,0.98868,343.22844,0.88058,310.57944,1.01458,77.30867
72,Gen3L-34,1.00519,344.31499,0.9887,342.38562,0.8885,308.77561,1.01857,77.19234
73,Gen3L-35,1.00017,344.35753,0.99081,343.31689,0.89944,312.07355,1.01514,76.27554
74,Gen3L-36,1.00967,350.7457,1.00378,350.21659,0.95225,321.63477,1.04242,80.79953
75,Gen3L-37,0.9999,358.11844,0.99535,357.66706,0.94458,332.49354,1.02503,90.91295
76,Gen3L-38,1.01988,348.04173,1.01366,347.43029,0.96222,318.0925,1.05328,78.45618
77,Gen3L-38-1,0.98956,344.33005,0.98178,343.46351,0.89226,312.73603,1.00457,76.22978
78,Gen3L-39,0.99124,6.30313,0.98498,5.76344,0.91771,341.48798,1.01264,100.75607
79,Gen3L-40,0.9912,353.1779,0.9866,352.73786,0.92263,326.47995,1.00233,85.28211
80,Gen3L-41,0.99411,358.3133,0.9897,357.87339,0.94228,332.78826,1.02098,91.05536
81,Gen3L-42,0.99075,337.41959,0.98173,336.08804,0.87992,301.54841,1.00874,70.28777
82,Gen3L-49,0.99968,338.49818,0.99108,337.26817,0.89501,302.9924,1.02691,71.25907
