,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99842,358.88636,1.00073,358.72716,0.99621,358.65724
1,Gen1A-10,0.99974,349.65935,0.99569,349.23267,0.99321,348.18909,0.9995,347.40136
2,Gen1A-11,1.0,349.68644,0.99611,349.27795,0.99381,348.21296,0.99859,347.43591
3,Gen1A-2,1.0,357.97005,0.99816,357.90436,1.0001,357.6787,0.99663,357.53747
4,Gen1A-3,1.0,359.33597,0.99855,359.31316,1.0009,359.19683,0.99609,359.15915
5,Gen1A-4,1.0,49.99998,0.9988,49.99374,1.0016,49.93608,0.99692,49.66265
6,Gen1A-5,1.0,349.94507,0.99588,349.50911,0.99412,348.42033,0.99978,347.6319
7,Gen1A-6,0.99873,349.07845,0.99473,348.64973,0.99201,347.57693,0.99881,346.78165
8,Gen1A-7,1.0,359.47023,0.99854,359.44704,1.0004,359.31036,0.99344,359.2841
9,Gen1A-8,0.99758,353.21166,0.99502,353.03805,0.99423,352.54365,0.99402,352.16717
10,Gen1A-9,0.99611,354.01638,0.99364,353.86002,0.99326,353.40799,0.99242,353.06778
11,Gen1B-1,1.00984,10.37858,1.00835,10.42234,1.00828,14.40522,1.01271,13.98681
12,Gen1B-11,0.99999,7.02756,0.9981,7.02376,0.99551,10.067,1.00132,9.6243
13,Gen1B-12,0.99778,6.4718,0.99578,6.45959,0.99224,9.4774,0.99768,9.0264
14,Gen1B-13,1.00873,9.93964,1.00714,9.98153,1.00694,14.04892,1.01177,13.60938
15,Gen1B-14,1.01203,10.20758,1.01035,10.25071,1.00986,14.48074,1.01437,14.03344
16,Gen1B-2,1.0082,9.40245,1.00669,9.4378,1.00624,13.15512,1.01081,12.74602
17,Gen1B-3,1.01278,14.30337,1.01169,14.37373,1.01281,18.72337,1.01434,18.41542
18,Gen1B-3-1,1.01278,14.30337,1.01169,14.37373,1.01281,18.72337,1.01434,18.41542
19,Gen1B-4,1.00976,10.24269,1.00823,10.28633,1.00818,14.31612,1.01278,13.88872
20,Gen1B-4-1,1.01738,9.32605,1.01583,9.36091,1.01524,13.11844,1.01992,12.70283
21,Gen1B-5,1.00709,9.03109,1.00527,9.06576,1.00448,13.27105,1.01016,12.78436
22,Gen1B-6,1.00616,8.66382,1.00424,8.69501,1.00306,12.93821,1.00875,12.43852
23,Gen1B-6-1,1.0065,8.94898,1.00464,8.9831,1.00384,13.23863,1.00982,12.73985
24,Gen1B-7,1.01203,10.20757,1.01035,10.25071,1.00986,14.48074,1.01438,14.03343
25,Gen2E-17,1.00083,358.47508,0.82767,353.00128,0.63072,354.85806,0.21242,284.88284
26,Gen2E-18,0.99988,358.55603,0.85675,353.88302,0.66679,353.05932,0.24502,277.45334
27,Gen2E-2,0.99958,358.89852,0.86763,354.37052,0.69232,352.42283,0.28301,270.89434
28,Gen2E-30,0.99954,358.06397,0.82989,352.88331,0.62831,354.25453,0.20656,283.50019
29,Gen2E-33,0.99956,357.34113,0.84262,352.37934,0.63822,352.06982,0.21206,271.39435
30,Gen2E-34,0.9996,358.89498,0.86719,354.35933,0.69335,352.40853,0.28641,270.00072
31,Gen2E-35,0.99738,357.34425,0.8533,352.52412,0.65409,351.05661,0.22871,268.96494
32,Gen2E-36,0.99783,357.35576,0.84715,352.43544,0.64378,351.63319,0.21635,272.302
33,Gen2E-37,0.99961,357.77141,0.88471,353.97429,0.70863,349.40457,0.26208,249.02183
34,Gen2E-5,0.99573,359.39226,0.79815,351.64595,0.61953,356.75447,0.24926,289.52621
35,Gen2E-7,0.99957,359.12245,0.86507,354.6095,0.68494,353.09137,0.27085,274.48937
36,Gen2W-1,0.99944,5.30047,0.53703,353.9831,0.48575,33.64372,0.28667,341.80424
37,Gen2W-11,0.99944,5.22766,0.52383,353.15398,0.485,33.41238,0.28567,340.83556
38,Gen2W-12,0.99945,4.85749,0.56115,354.05742,0.48738,31.21925,0.27675,338.84818
39,Gen2W-21,0.99944,5.07524,0.55228,354.32957,0.48626,33.89388,0.28524,340.57783
40,Gen2W-24,0.99933,4.3638,0.5603,353.49075,0.49501,32.39706,0.2864,340.31858
41,Gen2W-25,0.99849,4.65633,0.52512,352.09795,0.48625,31.25857,0.2788,339.50686
42,Gen2W-5,0.99944,5.19041,0.53258,353.68605,0.49345,32.79548,0.29448,342.51125
43,Gen2W-6,0.99822,4.626,0.54288,352.78818,0.48805,29.95953,0.27747,338.65038
44,Gen3D-10,0.99723,5.21419,0.99051,4.78585,0.97019,351.0816,0.98282,251.29488
45,Gen3D-13,1.00098,5.46362,0.99508,5.08835,0.97652,351.43437,0.99539,251.59209
46,Gen3D-15,0.99715,5.47699,0.98898,4.9634,0.96771,351.18077,0.98034,251.36501
47,Gen3D-17,0.99349,4.7628,0.98705,4.34658,0.96691,350.63439,0.98181,250.83887
48,Gen3D-20,1.00126,6.34186,0.99586,6.01556,0.97814,352.45465,0.99978,252.59387
49,Gen3D-23,0.99638,5.41177,0.98827,4.90149,0.96678,351.12567,0.97942,251.30046
50,Gen3D-25,0.99478,5.48591,0.98556,4.9082,0.96255,351.07832,0.97563,251.18762
51,Gen3D-26,0.99784,5.56485,0.98976,5.0575,0.9685,351.28711,0.98243,251.44233
52,Gen3D-29,0.99563,5.62378,0.98624,5.03765,0.96314,351.20631,0.97676,251.29649
53,Gen3D-30,0.98896,5.10097,0.97855,4.44524,0.9533,350.54238,0.96313,250.64018
54,Gen3D-31,0.99536,5.29517,0.98725,4.78313,0.96561,350.99985,0.97826,251.17332
55,Gen3D-32,0.99369,5.15668,0.9854,4.6307,0.96335,350.827,0.97609,250.99016
56,Gen3D-4,0.99982,5.75322,0.99193,5.25925,0.97048,351.50533,0.98227,251.67179
57,Gen3D-5,0.99832,5.59331,0.99042,5.09639,0.96906,351.33292,0.98229,251.48934
58,Gen3L-10,0.99156,6.37629,0.98356,5.9059,0.96167,352.26469,0.96984,252.5842
