,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99901,358.8924,0.99979,358.76674,1.00216,358.85935
1,Gen1A-10,0.99974,349.65935,0.99748,349.30854,0.9888,348.43488,1.0122,349.20239
2,Gen1A-11,1.0,349.68644,0.99784,349.35111,0.98963,348.45603,1.01231,349.24263
3,Gen1A-2,1.0,357.97005,0.99885,357.91532,0.99891,357.73579,1.00338,357.8658
4,Gen1A-3,1.0,359.33597,0.99909,359.31695,1.00006,359.22561,1.00152,359.2941
5,Gen1A-4,1.0,49.99998,0.99924,49.99366,1.00093,49.9406,1.00054,49.86916
6,Gen1A-5,1.0,349.94507,0.99771,349.58584,0.98959,348.68103,1.01269,349.51911
7,Gen1A-6,0.99873,349.07845,0.99651,348.72704,0.98756,347.82087,1.01124,348.6286
8,Gen1A-7,1.0,359.47023,0.99908,359.45086,0.99962,359.34401,1.00053,359.429
9,Gen1A-8,0.99758,353.21166,0.99605,353.06925,0.99219,352.65494,1.00406,352.97232
10,Gen1A-9,0.99611,354.01638,0.99462,353.88778,0.99136,353.51221,1.00197,353.80097
11,Gen1B-1,1.00984,10.37858,1.00864,10.41152,1.00803,13.67981,1.01271,6.51582
12,Gen1B-11,0.99999,7.02756,0.99862,7.02044,0.99552,9.5195,1.00764,3.79515
13,Gen1B-12,0.99778,6.4718,0.99633,6.45748,0.99229,8.93817,1.00555,3.25974
14,Gen1B-13,1.00873,9.93964,1.00743,9.97085,1.00655,13.3146,1.01139,6.01878
15,Gen1B-14,1.01203,10.20758,1.01063,10.23963,1.00932,13.72102,1.01377,6.18198
16,Gen1B-2,1.0082,9.40245,1.00703,9.42847,1.00609,12.47584,1.01207,5.71919
17,Gen1B-3,1.01278,14.30337,1.01188,14.35928,1.01266,17.9057,1.01261,10.22559
18,Gen1B-3-1,1.01278,14.30337,1.01188,14.35928,1.01266,17.9057,1.01261,10.22559
19,Gen1B-4,1.00976,10.24269,1.00852,10.27547,1.00786,13.58484,1.01248,6.34761
20,Gen1B-4-1,1.01738,9.32605,1.01616,9.35159,1.01506,12.43372,1.02124,5.61593
21,Gen1B-5,1.00709,9.03109,1.00557,9.05575,1.00381,12.52578,1.00955,5.01378
