,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99904,358.89547,0.9995,358.8032,0.99868,358.82323
1,Gen1A-10,0.99974,349.65935,0.99745,349.34522,0.987,348.73892,1.00215,348.96486
2,Gen1A-11,1.0,349.68644,0.9978,349.38575,0.98782,348.75886,1.00228,348.99028
3,Gen1A-2,1.0,357.97005,0.99888,357.92098,0.99855,357.79535,0.99909,357.82145
4,Gen1A-3,1.0,359.33597,0.99911,359.31885,0.99981,359.25022,0.99852,359.26497
5,Gen1A-4,1.0,49.99998,0.99926,49.99621,1.00072,49.94386,0.99849,49.90628
6,Gen1A-5,1.0,349.94507,0.99767,349.62399,0.98784,348.98682,1.00244,349.27155
7,Gen1A-6,0.99873,349.07845,0.99648,348.76318,0.98566,348.13028,1.00116,348.38135
8,Gen1A-7,1.0,359.47023,0.99911,359.45276,0.99935,359.37158,0.99775,359.39183
9,Gen1A-8,0.99758,353.21166,0.99607,353.08322,0.99137,352.80109,0.9975,352.85764
10,Gen1A-9,0.99611,354.01638,0.99464,353.90053,0.99064,353.64445,0.99582,353.69855
11,Gen1B-1,1.00984,10.37858,1.00867,10.40675,1.0086,13.57086,1.00831,7.36747
12,Gen1B-11,0.99999,7.02756,0.99866,7.02076,0.99595,9.48101,1.00045,4.43778
13,Gen1B-12,0.99778,6.4718,0.99638,6.45847,0.99274,8.90541,0.99851,3.89669
14,Gen1B-13,1.00873,9.93964,1.00746,9.96581,1.00719,13.20216,1.00705,6.89683
15,Gen1B-14,1.01203,10.20758,1.01066,10.23408,1.01007,13.59968,1.01004,7.09772
16,Gen1B-2,1.0082,9.40245,1.00706,9.42477,1.00658,12.38432,1.00697,6.50682
17,Gen1B-3,1.01278,14.30337,1.0119,14.35277,1.0131,17.76534,1.01063,11.11019
18,Gen1B-3-1,1.01278,14.30337,1.0119,14.35277,1.0131,17.76534,1.01063,11.11019
19,Gen1B-4,1.00976,10.24269,1.00855,10.27052,1.00846,13.47349,1.00814,7.21316
20,Gen1B-4-1,1.01738,9.32605,1.0162,9.34781,1.01559,12.34055,1.01616,6.41429
21,Gen1B-5,1.00709,9.03109,1.0056,9.05044,1.00462,12.40968,1.00522,5.93998
22,Gen1B-6,1.00616,8.66382,1.00458,8.68,1.00316,12.07429,1.00408,5.56075
23,Gen1B-6-1,1.0065,8.94898,1.00497,8.96761,1.00397,12.3688,1.00464,5.83785
24,Gen1B-7,1.01203,10.20757,1.01066,10.23407,1.01007,13.59967,1.01004,7.09771
25,Gen2E-17,1.00083,358.47508,0.8817,356.5084,0.76401,356.38082,1.09808,273.52565
26,Gen2E-18,0.99988,358.55603,0.90235,357.023,0.7868,355.22032,1.0946,274.13672
27,Gen2E-2,0.99958,358.89852,0.9105,357.59201,0.80314,354.83307,1.08722,275.27616
28,Gen2E-30,0.99954,358.06397,0.88246,356.07357,0.76189,355.92948,1.09426,273.17467
29,Gen2E-33,0.99956,357.34113,0.89139,355.43217,0.76751,354.34103,1.09046,272.87458
30,Gen2E-34,0.9996,358.89498,0.91023,357.58395,0.80411,354.83495,1.08818,275.22737
31,Gen2E-35,0.99738,357.34425,0.89875,355.65902,0.77639,353.60784,1.08651,273.25014
32,Gen2E-36,0.99783,357.35576,0.89435,355.55542,0.77019,354.01935,1.08995,272.95207
33,Gen2E-37,0.99961,357.77141,0.9215,356.49012,0.81362,352.7148,1.07453,275.1208
34,Gen2E-5,0.99573,359.39226,0.8616,357.59843,0.75109,357.28097,1.08213,274.44905
35,Gen2E-7,0.99957,359.12245,0.90872,357.82336,0.79767,355.34718,1.08721,275.03675
36,Gen2W-1,0.99944,5.30047,0.67474,0.49092,0.67351,20.05761,1.1018,276.66587
37,Gen2W-11,0.99944,5.22766,0.66522,0.1135,0.67319,19.9253,1.10229,276.6264
38,Gen2W-12,0.99945,4.85749,0.69119,0.22841,0.6745,18.63261,1.10242,276.40226
39,Gen2W-21,0.99944,5.07524,0.68325,0.35547,0.67326,20.14842,1.10514,276.46221
40,Gen2W-24,0.99933,4.3638,0.68888,359.49887,0.67809,19.02632,1.10835,275.86619
41,Gen2W-25,0.99849,4.65633,0.66294,359.21808,0.67347,18.53803,1.10124,276.21187
42,Gen2W-5,0.99944,5.19041,0.67162,0.33884,0.6786,19.53582,1.09909,276.5984
43,Gen2W-6,0.99822,4.626,0.67819,359.63542,0.67493,17.84683,1.09915,276.27139
44,Gen3D-10,0.99723,5.21419,0.99321,4.93475,0.9762,355.25542,0.97663,311.15489
45,Gen3D-13,1.00098,5.46362,0.99748,5.21358,0.98199,355.57212,0.98395,311.50021
46,Gen3D-15,0.99715,5.47699,0.99224,5.14986,0.97411,355.40811,0.97706,311.19501
47,Gen3D-17,0.99349,4.7628,0.98964,4.4898,0.97276,354.80401,0.97425,310.7088
48,Gen3D-20,1.00126,6.34186,0.99805,6.12235,0.98321,356.55485,0.98457,312.54682
49,Gen3D-23,0.99638,5.41177,0.99152,5.08682,0.97323,355.34975,0.97614,311.14149
50,Gen3D-25,0.99478,5.48591,0.98924,5.12395,0.96946,355.34316,0.97466,311.03993
51,Gen3D-26,0.99784,5.56485,0.993,5.24143,0.97487,355.50988,0.97809,311.29571
52,Gen3D-29,0.99563,5.62378,0.98999,5.2573,0.97009,355.47548,0.9757,311.15534
53,Gen3D-30,0.98896,5.10097,0.9827,4.69648,0.96089,354.8532,0.96758,310.4747
54,Gen3D-31,0.99536,5.29517,0.99049,4.96909,0.97207,355.2265,0.9751,311.01594
55,Gen3D-32,0.99369,5.15668,0.98872,4.82264,0.9699,355.06436,0.97347,310.83473
56,Gen3D-4,0.99982,5.75322,0.99508,5.43716,0.97695,355.72053,0.97857,311.52907
57,Gen3D-5,0.99832,5.59331,0.99358,5.27543,0.97545,355.55121,0.97791,311.35044
58,Gen3L-10,0.99156,6.37629,0.98669,6.07686,0.96858,356.47046,0.96866,312.19222
