,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99944,358.89889,0.99907,358.8203,0.99929,358.89783
1,Gen1A-10,0.99974,349.65935,0.99872,349.38923,0.98656,348.84506,1.0009,349.44934
2,Gen1A-11,1.0,349.68644,0.99903,349.42829,0.98736,348.86205,1.00107,349.47723
3,Gen1A-2,1.0,357.97005,0.99936,357.92719,0.99811,357.81937,0.99956,357.93031
4,Gen1A-3,1.0,359.33597,0.99948,359.321,0.99939,359.26305,0.9992,359.31831
5,Gen1A-4,1.0,49.99998,0.99957,49.99497,1.00031,49.95452,0.99921,49.93158
6,Gen1A-5,1.0,349.94507,0.99897,349.66831,0.98733,349.09992,1.00118,349.74693
7,Gen1A-6,0.99873,349.07845,0.99774,348.8082,0.9852,348.23851,0.99991,348.86828
8,Gen1A-7,1.0,359.47023,0.99948,359.45492,0.99897,359.38631,0.99867,359.45198
9,Gen1A-8,0.99758,353.21166,0.99678,353.10137,0.99099,352.84978,0.9976,353.10626
10,Gen1A-9,0.99611,354.01638,0.99532,353.91661,0.99026,353.68965,0.99602,353.92262
11,Gen1B-1,1.00984,10.37858,1.00894,10.40324,1.00809,13.02317,1.00843,9.06824
12,Gen1B-11,0.99999,7.02756,0.99906,7.02024,0.99593,9.05304,0.99926,5.9235
13,Gen1B-12,0.99778,6.4718,0.9968,6.45873,0.9928,8.48126,0.99728,5.37233
14,Gen1B-13,1.00873,9.93964,1.00775,9.96293,1.00658,12.64293,1.00733,8.61168
15,Gen1B-14,1.01203,10.20758,1.01095,10.23155,1.00936,13.01932,1.01058,8.84519
16,Gen1B-2,1.0082,9.40245,1.00735,9.42159,1.00622,11.87044,1.00676,8.15075
17,Gen1B-3,1.01278,14.30337,1.01209,14.3465,1.01258,17.17329,1.01114,12.90804
18,Gen1B-3-1,1.01278,14.30337,1.01209,14.3465,1.01258,17.17329,1.01114,12.90804
19,Gen1B-4,1.00976,10.24269,1.00883,10.26723,1.0079,12.91951,1.00834,8.92247
20,Gen1B-4-1,1.01738,9.32605,1.01649,9.3448,1.0152,11.82147,1.016,8.06531
21,Gen1B-5,1.00709,9.03109,1.00592,9.04916,1.00384,11.83082,1.00579,7.67531
22,Gen1B-6,1.00616,8.66382,1.00491,8.67937,1.00233,11.48962,1.00477,7.30121
23,Gen1B-6-1,1.0065,8.94898,1.00529,8.96659,1.00313,11.78312,1.00528,7.58223
24,Gen1B-7,1.01203,10.20757,1.01095,10.23154,1.00936,13.01932,1.01059,8.84518
25,Gen2E-17,1.00083,358.47508,0.90697,357.17227,0.82982,354.89475,1.07166,274.11686
26,Gen2E-18,0.99988,358.55603,0.92316,357.55091,0.84644,354.13067,1.06521,274.37975
