,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99984,358.90883,0.997,358.79229,0.99728,358.59472
1,Gen1A-10,0.99974,349.65935,0.99974,349.50592,0.98329,348.4935,1.00948,347.0983
2,Gen1A-11,1.0,349.68644,1.0,349.53994,0.98413,348.51087,1.01,347.10889
3,Gen1A-2,1.0,357.97005,0.99983,357.94519,0.99584,357.7652,0.998,357.44822
4,Gen1A-3,1.0,359.33597,0.99985,359.32724,0.99743,359.24679,0.9969,359.11434
5,Gen1A-4,1.0,49.99998,0.99987,49.99594,0.99862,49.95956,0.99645,49.94169
6,Gen1A-5,1.0,349.94507,1.00001,349.7877,0.98402,348.75146,1.0094,347.46539
7,Gen1A-6,0.99873,349.07845,0.99874,348.92528,0.98198,347.87953,1.00872,346.50167
8,Gen1A-7,1.0,359.47023,0.99985,359.46127,0.99702,359.36978,0.99666,359.2215
9,Gen1A-8,0.99758,353.21166,0.99743,353.14863,0.98825,352.68867,0.99879,351.9233
10,Gen1A-9,0.99611,354.01638,0.99595,353.95922,0.98758,353.54683,0.99658,352.86277
11,Gen1B-1,1.00984,10.37858,1.00937,10.3927,1.00166,12.80686,1.01569,359.85128
12,Gen1B-11,0.99999,7.02756,0.99957,7.02239,0.99145,8.785,1.011,358.00194
13,Gen1B-12,0.99778,6.4718,0.99734,6.46324,0.98803,8.21389,1.00934,357.49955
14,Gen1B-13,1.00873,9.93964,1.00821,9.9531,0.99887,12.44334,1.01453,359.28558
15,Gen1B-14,1.01203,10.20758,1.01144,10.22159,1.00022,12.84178,1.01667,359.29934
16,Gen1B-2,1.0082,9.40245,1.00777,9.41317,1.00073,11.63136,1.01485,359.2977
17,Gen1B-3,1.01278,14.30337,1.0124,14.32838,1.008,16.94217,1.0138,3.16809
18,Gen1B-3-1,1.01278,14.30337,1.0124,14.32838,1.008,16.94217,1.0138,3.16809
19,Gen1B-4,1.00976,10.24269,1.00927,10.25681,1.00092,12.7111,1.01553,359.64351
20,Gen1B-4-1,1.01738,9.32605,1.01693,9.33658,1.0093,11.58797,1.02419,359.16051
21,Gen1B-5,1.00709,9.03109,1.00645,9.04175,0.99341,11.66305,1.01311,358.17389
22,Gen1B-6,1.00616,8.66382,1.00547,8.67308,0.99082,11.33094,1.01167,357.75254
23,Gen1B-6-1,1.0065,8.94898,1.00584,8.95943,0.99217,11.62304,1.01285,358.01397
24,Gen1B-7,1.01203,10.20757,1.01145,10.22158,1.00023,12.84177,1.01667,359.29934
