,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99981,358.90595,0.99784,358.8269,0.99911,358.81603
1,Gen1A-10,0.99974,349.65935,0.99976,349.47355,0.98487,348.81835,1.00227,348.85845
2,Gen1A-11,1.0,349.68644,1.00002,349.50911,0.98566,348.83426,1.00252,348.88594
3,Gen1A-2,1.0,357.97005,0.99979,357.93999,0.99681,357.82291,0.99935,357.80708
4,Gen1A-3,1.0,359.33597,0.99982,359.32543,0.99822,359.26969,0.99902,359.26021
5,Gen1A-4,1.0,49.99998,0.99985,49.99498,0.99926,49.96448,0.99904,49.943
6,Gen1A-5,1.0,349.94507,1.00003,349.75439,0.98557,349.07943,1.00242,349.17107
7,Gen1A-6,0.99873,349.07845,0.99876,348.89306,0.98353,348.21074,1.00132,348.27367
8,Gen1A-7,1.0,359.47023,0.99982,359.45942,0.99784,359.39498,0.9987,359.38463
9,Gen1A-8,0.99758,353.21166,0.9974,353.13554,0.98957,352.83808,0.99773,352.81027
10,Gen1A-9,0.99611,354.01638,0.99592,353.94733,0.98886,353.68108,0.99605,353.65707
11,Gen1B-1,1.00984,10.37858,1.00927,10.39517,1.00551,12.58591,1.01028,6.80421
12,Gen1B-11,0.99999,7.02756,0.99948,7.02095,0.99432,8.67776,1.00155,3.98505
13,Gen1B-12,0.99778,6.4718,0.99725,6.46108,0.99114,8.10967,0.9998,3.4433
14,Gen1B-13,1.00873,9.93964,1.00809,9.95538,1.00345,12.20701,1.00935,6.32257
15,Gen1B-14,1.01203,10.20758,1.01132,10.22391,1.00562,12.57953,1.01264,6.5008
16,Gen1B-2,1.0082,9.40245,1.00768,9.41499,1.00405,11.44627,1.00856,5.9792
17,Gen1B-3,1.01278,14.30337,1.01232,14.33317,1.01073,16.6912,1.01199,10.49744
18,Gen1B-3-1,1.01278,14.30337,1.01232,14.33317,1.01073,16.6912,1.01199,10.49744
19,Gen1B-4,1.00976,10.24269,1.00916,10.25925,1.00508,12.48217,1.01026,6.64391
20,Gen1B-4-1,1.01738,9.32605,1.01684,9.33834,1.01287,11.39663,1.0179,5.88046
21,Gen1B-5,1.00709,9.03109,1.00631,9.04331,0.99956,11.39995,1.00823,5.34751
22,Gen1B-6,1.00616,8.66382,1.00532,8.67431,0.9976,11.06056,1.00728,4.9642
23,Gen1B-6-1,1.0065,8.94898,1.00569,8.96092,0.99862,11.35185,1.00786,5.23854
24,Gen1B-7,1.01203,10.20757,1.01132,10.2239,1.00563,12.57952,1.01264,6.5008
25,Gen2E-17,1.00083,358.47508,0.9329,353.74079,0.85121,283.35935,1.0489,115.67301
26,Gen2E-18,0.99988,358.55603,0.94404,354.69791,0.85287,285.02458,1.04643,115.89198
27,Gen2E-2,0.99958,358.89852,0.94857,355.4154,0.85093,287.22815,1.04899,116.29004
28,Gen2E-30,0.99954,358.06397,0.93289,353.37791,0.84986,283.03186,1.04943,115.27231
29,Gen2E-33,0.99956,357.34113,0.93811,352.94812,0.84726,282.92822,1.04889,114.65576
30,Gen2E-34,0.9996,358.89498,0.94839,355.40158,0.85272,287.1786,1.05221,116.30061
31,Gen2E-35,0.99738,357.34425,0.94131,353.34988,0.84403,283.76604,1.04651,114.73401
32,Gen2E-36,0.99783,357.35576,0.93898,353.15588,0.84565,283.11159,1.04648,114.70744
33,Gen2E-37,0.99961,357.77141,0.95501,354.63517,0.84851,287.70621,1.04553,115.31152
34,Gen2E-5,0.99573,359.39226,0.92101,354.22879,0.8401,283.32736,1.04334,116.43098
35,Gen2E-7,0.99957,359.12245,0.94759,355.5989,0.85439,286.52248,1.04802,116.5055
36,Gen2W-1,0.99944,5.30047,0.81968,353.37005,0.84871,283.39376,1.05434,121.11172
