,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99886,358.89302,0.9996,358.80021,0.99855,358.81811
1,Gen1A-10,0.99974,349.65935,0.99693,349.31495,0.98706,348.72561,1.00213,348.92425
2,Gen1A-11,1.0,349.68644,0.9973,349.3567,0.98787,348.74548,1.00226,348.94839
3,Gen1A-2,1.0,357.97005,0.99867,357.91652,0.99866,357.79166,0.99898,357.81314
4,Gen1A-3,1.0,359.33597,0.99895,359.31732,0.99991,359.24786,0.99838,359.26181
5,Gen1A-4,1.0,49.99998,0.99913,49.99581,1.00082,49.9411,0.99836,49.90151
6,Gen1A-5,1.0,349.94507,0.99714,349.59316,0.98791,348.97164,1.00244,349.23178
7,Gen1A-6,0.99873,349.07845,0.99596,348.73259,0.98571,348.11664,1.00115,348.34028
8,Gen1A-7,1.0,359.47023,0.99894,359.45121,0.99944,359.36882,0.99757,359.38849
9,Gen1A-8,0.99758,353.21166,0.99576,353.07098,0.99144,352.79507,0.9974,352.8374
10,Gen1A-9,0.99611,354.01638,0.99435,353.88958,0.99072,353.63867,0.99572,353.68041
11,Gen1B-1,1.00984,10.37858,1.00857,10.41067,1.00875,13.7207,1.00799,7.25478
12,Gen1B-11,0.99999,7.02756,0.9985,7.02146,0.99598,9.60074,1.00033,4.33763
13,Gen1B-12,0.99778,6.4718,0.9962,6.45865,0.99275,9.02457,0.99837,3.79698
14,Gen1B-13,1.00873,9.93964,1.00736,9.96969,1.00735,13.35459,1.00669,6.78122
15,Gen1B-14,1.01203,10.20758,1.01056,10.23814,1.01024,13.75687,1.00963,6.97886
16,Gen1B-2,1.0082,9.40245,1.00695,9.42806,1.0067,12.5259,1.00671,6.39776
17,Gen1B-3,1.01278,14.30337,1.01183,14.35821,1.01326,17.92715,1.0103,10.99893
18,Gen1B-3-1,1.01278,14.30337,1.01183,14.35821,1.01326,17.92715,1.0103,10.99893
19,Gen1B-4,1.00976,10.24269,1.00845,10.27446,1.00862,13.62477,1.0078,7.09908
20,Gen1B-4-1,1.01738,9.32605,1.01608,9.3511,1.01571,12.48342,1.01589,6.30443
21,Gen1B-5,1.00709,9.03109,1.00549,9.05407,1.00481,12.56602,1.00479,5.81866
22,Gen1B-6,1.00616,8.66382,1.00446,8.68348,1.00335,12.23161,1.00363,5.43729
