,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99889,358.89395,0.99963,358.80751,0.99903,358.85176
1,Gen1A-10,0.99974,349.65935,0.99702,349.32564,0.9869,348.79415,1.00143,349.13062
2,Gen1A-11,1.0,349.68644,0.99739,349.36695,0.98772,348.81238,1.00155,349.15915
3,Gen1A-2,1.0,357.97005,0.99871,357.91818,0.99869,357.80394,0.99935,357.86216
4,Gen1A-3,1.0,359.33597,0.99898,359.3179,0.99994,359.2527,0.99892,359.28509
5,Gen1A-4,1.0,49.99998,0.99915,49.99573,1.00085,49.94269,0.99896,49.9096
6,Gen1A-5,1.0,349.94507,0.99723,349.60409,0.98777,349.04134,1.00168,349.43565
7,Gen1A-6,0.99873,349.07845,0.99605,348.74332,0.98554,348.18562,1.00045,348.54761
8,Gen1A-7,1.0,359.47023,0.99897,359.45181,0.99947,359.37412,0.99821,359.41474
9,Gen1A-8,0.99758,353.21166,0.99582,353.07533,0.99142,352.8254,0.9975,352.94611
10,Gen1A-9,0.99611,354.01638,0.9944,353.8935,0.99071,353.66615,0.99588,353.77867
11,Gen1B-1,1.00984,10.37858,1.00861,10.40985,1.00742,13.75076,1.00825,7.89459
12,Gen1B-11,0.99999,7.02756,0.99855,7.02176,0.99528,9.62127,0.99966,4.92012
13,Gen1B-12,0.99778,6.4718,0.99626,6.45918,0.99197,9.04717,0.99778,4.37203
14,Gen1B-13,1.00873,9.93964,1.00741,9.96898,1.0057,13.38972,1.00718,7.41971
15,Gen1B-14,1.01203,10.20758,1.01061,10.23745,1.00821,13.79891,1.01039,7.62226
16,Gen1B-2,1.0082,9.40245,1.00699,9.42741,1.00565,12.54969,1.00666,7.02649
17,Gen1B-3,1.01278,14.30337,1.01186,14.35664,1.01232,17.95259,1.01055,11.67941
18,Gen1B-3-1,1.01278,14.30337,1.01186,14.35664,1.01232,17.95259,1.01055,11.67941
19,Gen1B-4,1.00976,10.24269,1.00849,10.27367,1.00715,13.65711,1.00816,7.73901
20,Gen1B-4-1,1.01738,9.32605,1.01613,9.35048,1.01455,12.50911,1.01591,6.93298
21,Gen1B-5,1.00709,9.03109,1.00554,9.05366,1.00246,12.6115,1.00573,6.452
22,Gen1B-6,1.00616,8.66382,1.00452,8.68321,1.00072,12.2803,1.00472,6.06898
23,Gen1B-6-1,1.0065,8.94898,1.00492,8.97088,1.00167,12.57455,1.00525,6.34833
24,Gen1B-7,1.01203,10.20757,1.01061,10.23744,1.00821,13.79891,1.01039,7.62225
