,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99989,358.91555,0.99662,358.73528,0.99947,358.49915
1,Gen1A-10,0.99974,349.65935,0.99965,349.58086,0.98493,347.97099,1.01117,346.49005
2,Gen1A-11,1.0,349.68644,0.99991,349.61136,0.98575,347.99194,1.01161,346.50671
3,Gen1A-2,1.0,357.97005,0.99988,357.95731,0.99552,357.66861,1.00013,357.31523
4,Gen1A-3,1.0,359.33597,0.9999,359.33148,0.99705,359.20934,0.99906,359.04272
5,Gen1A-4,1.0,49.99998,0.99992,49.9983,0.99827,49.96095,0.99871,49.88198
6,Gen1A-5,1.0,349.94507,0.99991,349.86474,0.98562,348.22674,1.0111,346.87796
7,Gen1A-6,0.99873,349.07845,0.99865,348.99989,0.98374,347.34831,1.01038,345.89395
8,Gen1A-7,1.0,359.47023,0.9999,359.46561,0.99665,359.3287,0.9985,359.13836
9,Gen1A-8,0.99758,353.21166,0.99746,353.17912,0.98839,352.44105,1.00032,351.62459
10,Gen1A-9,0.99611,354.01638,0.99598,353.98691,0.98763,353.32372,0.99815,352.59455
11,Gen1B-1,1.00984,10.37858,1.00962,10.38722,0.99775,12.91176,1.01611,356.6975
12,Gen1B-11,0.99999,7.02756,0.99977,7.02598,0.98883,8.75046,1.01305,355.35152
13,Gen1B-12,0.99778,6.4718,0.99755,6.46854,0.98522,8.17496,1.01143,354.8627
14,Gen1B-13,1.00873,9.93964,1.00848,9.94811,0.99418,12.57092,1.01497,356.09574
15,Gen1B-14,1.01203,10.20758,1.01176,10.21652,0.99469,13.00327,1.0171,356.02382
16,Gen1B-2,1.0082,9.40245,1.00799,9.40918,0.99741,11.69193,1.01562,356.28737
17,Gen1B-3,1.01278,14.30337,1.0126,14.31736,1.00521,17.07131,1.0134,359.76493
18,Gen1B-3-1,1.01278,14.30337,1.0126,14.31736,1.00521,17.07131,1.0134,359.76493
19,Gen1B-4,1.00976,10.24269,1.00953,10.25141,0.99667,12.82742,1.01593,356.4685
20,Gen1B-4-1,1.01738,9.32605,1.01716,9.33273,1.00572,11.6567,1.02495,356.12988
21,Gen1B-5,1.00709,9.03109,1.0068,9.03851,0.98709,11.83197,1.01369,354.92991
22,Gen1B-6,1.00616,8.66382,1.00584,8.67068,0.98386,11.51228,1.01236,354.49577
23,Gen1B-6-1,1.0065,8.94898,1.0062,8.95638,0.98552,11.80359,1.01342,354.74662
24,Gen1B-7,1.01203,10.20757,1.01176,10.21652,0.99469,13.00326,1.0171,356.02382
25,Gen2E-17,1.00083,358.47508,0.95939,350.3722,0.65169,196.19135,1.04948,159.85331
26,Gen2E-18,0.99988,358.55603,0.96448,351.86957,0.63494,200.59425,1.0505,159.31873
27,Gen2E-2,0.99958,358.89852,0.96659,352.78173,0.60414,204.85837,1.04821,159.77474
28,Gen2E-30,0.99954,358.06397,0.95929,350.09035,0.65077,195.76634,1.04817,159.54157
29,Gen2E-33,0.99956,357.34113,0.96229,349.88951,0.63672,196.20639,1.04535,158.81142
30,Gen2E-34,0.9996,358.89498,0.96645,352.76057,0.60634,204.84877,1.05006,159.60712
31,Gen2E-35,0.99738,357.34425,0.96262,350.50629,0.61958,198.29371,1.04285,158.57807
32,Gen2E-36,0.99783,357.35576,0.96167,350.19929,0.63214,196.94976,1.04456,158.59874
33,Gen2E-37,0.99961,357.77141,0.97105,352.35589,0.58113,206.48375,1.03718,159.1067
34,Gen2E-5,0.99573,359.39226,0.95093,350.22166,0.64427,195.31047,1.03482,161.08706
35,Gen2E-7,0.99957,359.12245,0.96603,352.91889,0.62384,203.83061,1.04505,159.34075
36,Gen2W-1,0.99944,5.30047,0.89993,344.96413,0.76003,182.93535,1.04557,171.00024
37,Gen2W-11,0.99944,5.22766,0.89917,344.33653,0.75928,183.00729,1.04527,170.92659
38,Gen2W-12,0.99945,4.85749,0.90315,345.1215,0.75444,183.29737,1.0439,170.37834
39,Gen2W-21,0.99944,5.07524,0.89924,344.24917,0.76118,182.71459,1.04508,170.81706
40,Gen2W-24,0.99933,4.3638,0.90184,343.85186,0.7607,182.07769,1.04764,169.9689
41,Gen2W-25,0.99849,4.65633,0.89833,342.51078,0.75373,182.881,1.04431,170.1986
42,Gen2W-5,0.99944,5.19041,0.90041,344.76916,0.75849,183.01161,1.04746,170.82588
43,Gen2W-6,0.99822,4.626,0.90196,344.40674,0.74957,183.30832,1.04386,170.05055
44,Gen3D-10,0.99723,5.21419,0.99557,4.88695,0.89494,343.15674,0.99804,196.93522
45,Gen3D-13,1.00098,5.46362,0.99957,5.16422,0.90518,343.53522,1.00894,197.22653
46,Gen3D-15,0.99715,5.47699,0.99511,5.10181,0.88408,343.23309,0.99777,196.98128
47,Gen3D-17,0.99349,4.7628,0.99192,4.4428,0.89226,342.65607,0.9971,196.4907
48,Gen3D-20,1.00126,6.34186,0.99995,6.07046,0.9103,344.6405,1.01331,198.18718
49,Gen3D-23,0.99638,5.41177,0.99437,5.03876,0.88356,343.17118,0.99728,196.91978
50,Gen3D-25,0.99478,5.48591,0.9925,5.07563,0.87293,343.08496,0.99664,196.80052
51,Gen3D-26,0.99784,5.56485,0.99584,5.19293,0.88546,343.34466,1.0001,197.06266
52,Gen3D-29,0.99563,5.62378,0.99332,5.20843,0.87268,343.22193,0.99808,196.9061
53,Gen3D-30,0.98896,5.10097,0.9864,4.64954,0.85668,342.45776,0.98838,196.24514
54,Gen3D-31,0.99536,5.29517,0.99335,4.92147,0.88221,343.03018,0.99633,196.79791
55,Gen3D-32,0.99369,5.15668,0.99164,4.7756,0.87863,342.83065,0.99486,196.62043
56,Gen3D-4,0.99982,5.75322,0.99785,5.38859,0.88937,343.61064,0.99959,197.29754
57,Gen3D-5,0.99832,5.59331,0.99636,5.22718,0.88735,343.40681,0.99974,197.11871
58,Gen3L-10,0.99156,6.37629,0.98944,6.00943,0.88036,344.76597,0.98712,197.9849
