,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99972,358.90371,0.99831,358.82786,0.99923,358.84664
1,Gen1A-10,0.99974,349.65935,0.99951,349.44715,0.98548,348.85656,1.00168,349.07183
2,Gen1A-11,1.0,349.68644,0.99978,349.48383,0.98628,348.87172,1.0019,349.0995
3,Gen1A-2,1.0,357.97005,0.99968,357.93593,0.99731,357.82705,0.99946,357.85279
4,Gen1A-3,1.0,359.33597,0.99973,359.32402,0.99867,359.26961,0.99915,359.28203
5,Gen1A-4,1.0,49.99998,0.99978,49.99481,0.99966,49.96191,0.99918,49.94067
6,Gen1A-5,1.0,349.94507,0.99977,349.72738,0.98621,349.11571,1.00186,349.37916
7,Gen1A-6,0.99873,349.07845,0.99852,348.86656,0.98413,348.24981,1.00071,348.48829
8,Gen1A-7,1.0,359.47023,0.99973,359.45799,0.99827,359.39436,0.99878,359.4097
9,Gen1A-8,0.99758,353.21166,0.99725,353.12486,0.99011,352.8557,0.99767,352.9185
10,Gen1A-9,0.99611,354.01638,0.99577,353.9377,0.98939,353.69628,0.99604,353.75428
11,Gen1B-1,1.00984,10.37858,1.00919,10.39804,1.00631,12.73596,1.00959,7.62475
12,Gen1B-11,0.99999,7.02756,0.99937,7.02081,0.99488,8.80677,1.00062,4.69249
13,Gen1B-12,0.99778,6.4718,0.99713,6.46043,0.99171,8.23858,0.99881,4.14624
14,Gen1B-13,1.00873,9.93964,1.008,9.95817,1.00438,12.35812,1.00865,7.14978
15,Gen1B-14,1.01203,10.20758,1.01122,10.22682,1.0067,12.7331,1.01195,7.34588
16,Gen1B-2,1.0082,9.40245,1.0076,9.41731,1.00475,11.59095,1.00786,6.76873
17,Gen1B-3,1.01278,14.30337,1.01226,14.33763,1.01134,16.85208,1.01162,11.37544
18,Gen1B-3-1,1.01278,14.30337,1.01226,14.33763,1.01134,16.85208,1.01162,11.37544
19,Gen1B-4,1.00976,10.24269,1.00908,10.26213,1.00594,12.63289,1.00957,7.46863
20,Gen1B-4-1,1.01738,9.32605,1.01675,9.34064,1.01361,11.54206,1.01717,6.67395
21,Gen1B-5,1.00709,9.03109,1.00621,9.04574,1.00077,11.55245,1.00744,6.18389
22,Gen1B-6,1.00616,8.66382,1.00522,8.67655,0.99891,11.21337,1.00649,5.8024
23,Gen1B-6-1,1.0065,8.94898,1.00559,8.96333,0.99989,11.50519,1.00704,6.07946
24,Gen1B-7,1.01203,10.20757,1.01122,10.22681,1.0067,12.73309,1.01195,7.34588
25,Gen2E-17,1.00083,358.47508,0.92649,353.94415,0.85333,290.23991,1.04393,126.06093
26,Gen2E-18,0.99988,358.55603,0.93879,354.87631,0.85693,291.6784,1.04067,126.38578
27,Gen2E-2,0.99958,358.89852,0.94375,355.58914,0.85742,293.66893,1.04208,126.96071
28,Gen2E-30,0.99954,358.06397,0.92661,353.5728,0.85184,289.91339,1.044,125.66115
29,Gen2E-33,0.99956,357.34113,0.9323,353.12836,0.85021,289.70819,1.04315,125.10931
30,Gen2E-34,0.9996,358.89498,0.94356,355.57569,0.8591,293.62508,1.04495,126.95651
31,Gen2E-35,0.99738,357.34425,0.93599,353.52315,0.84828,290.42023,1.04049,125.26285
32,Gen2E-36,0.99783,357.35576,0.93341,353.33299,0.84894,289.84794,1.04085,125.17231
33,Gen2E-37,0.99961,357.77141,0.95081,354.77863,0.85666,293.95357,1.03745,126.13844
34,Gen2E-5,0.99573,359.39226,0.91341,354.49739,0.84242,290.26352,1.03854,126.86699
35,Gen2E-7,0.99957,359.12245,0.94267,355.776,0.85947,293.05954,1.04118,127.06383
36,Gen2W-1,0.99944,5.30047,0.8018,353.6566,0.84074,291.73134,1.05372,130.92639
37,Gen2W-11,0.99944,5.22766,0.79774,353.20118,0.84062,291.7197,1.05384,130.87211
38,Gen2W-12,0.99945,4.85749,0.80834,353.52304,0.8404,291.49285,1.05348,130.59489
39,Gen2W-21,0.99944,5.07524,0.79777,353.00799,0.84014,291.59703,1.05409,130.73173
40,Gen2W-24,0.99933,4.3638,0.80211,352.40883,0.84071,290.81044,1.05207,130.11688
41,Gen2W-25,0.99849,4.65633,0.78821,351.62139,0.83911,291.20697,1.05205,130.39842
42,Gen2W-5,0.99944,5.19041,0.80096,353.49055,0.84242,291.58037,1.05222,130.84084
43,Gen2W-6,0.99822,4.626,0.80404,352.96484,0.83945,291.257,1.05129,130.4067
44,Gen3D-10,0.99723,5.21419,0.99501,4.93885,0.95255,346.64574,0.991,139.62725
45,Gen3D-13,1.00098,5.46362,0.99907,5.21477,0.9598,347.08231,1.00046,139.85899
46,Gen3D-15,0.99715,5.47699,0.99443,5.15705,0.94892,346.59032,0.99027,139.85309
47,Gen3D-17,0.99349,4.7628,0.99138,4.4941,0.94963,346.20306,0.9893,139.1669
48,Gen3D-20,1.00126,6.34186,0.9995,6.12018,0.96206,348.19639,1.00249,140.78283
49,Gen3D-23,0.99638,5.41177,0.9937,5.09385,0.94805,346.5355,0.9902,139.7804
50,Gen3D-25,0.99478,5.48591,0.99173,5.13337,0.94294,346.34211,0.99031,139.79756
51,Gen3D-26,0.99784,5.56485,0.99517,5.24815,0.94982,346.69544,0.9927,139.93306
52,Gen3D-29,0.99563,5.62378,0.99253,5.2667,0.9434,346.45047,0.99179,139.92621
53,Gen3D-30,0.98896,5.10097,0.98553,4.70951,0.93269,345.65771,0.98367,139.35631
54,Gen3D-31,0.99536,5.29517,0.99267,4.97651,0.94687,346.40148,0.98927,139.66124
55,Gen3D-32,0.99369,5.15668,0.99095,4.83104,0.94446,346.19381,0.98789,139.5115
56,Gen3D-4,0.99982,5.75322,0.9972,5.44325,0.95174,346.9435,0.99318,140.13291
57,Gen3D-5,0.99832,5.59331,0.9957,5.28195,0.95042,346.75662,0.9928,139.9678
58,Gen3L-10,0.99156,6.37629,0.98877,6.07274,0.9424,347.82635,0.98225,140.74625
59,Gen3L-18,0.99793,6.99725,0.99514,6.69893,0.94948,348.55235,0.98806,141.38949
60,Gen3L-2,0.99472,6.78569,0.99156,6.45374,0.94337,348.04338,0.98649,141.11717
61,Gen3L-20,0.99962,7.43278,0.99685,7.13829,0.95186,349.06478,0.98936,141.8425
62,Gen3L-21,0.99962,7.80925,0.99688,7.51998,0.95291,349.53478,0.98898,142.24444
63,Gen3L-22,0.99962,7.89976,0.99689,7.61211,0.95308,349.64991,0.98887,142.3402
64,Gen3L-26-1,0.99565,355.64869,0.99317,355.36517,0.95462,336.84737,0.98841,129.34559
65,Gen3L-27,0.99415,353.81379,0.99146,353.51548,0.94955,334.7411,0.98489,127.40404
66,Gen3L-29,0.99961,356.00317,0.99723,355.74533,0.95931,337.55024,0.98583,129.67686
67,Gen3L-3,0.99691,6.99597,0.99392,6.68022,0.94728,348.41134,0.98781,141.36201
68,Gen3L-30,0.99785,355.86609,0.99542,355.58798,0.95714,337.12528,0.98984,129.5703
69,Gen3L-31,0.99985,13.02897,0.99696,12.76702,0.96919,356.25401,0.99905,147.43728
70,Gen3L-32,0.99745,9.51904,0.99419,9.20107,0.9596,351.45201,1.00138,143.78735
71,Gen3L-33,0.99982,344.48599,0.99286,343.67479,0.92487,320.22463,1.00024,117.44637
72,Gen3L-34,1.00519,344.31499,0.99443,343.01998,0.92387,319.35099,1.00523,117.3017
73,Gen3L-35,1.00017,344.35753,0.99417,343.65143,0.93337,321.47696,1.00069,117.33296
74,Gen3L-36,1.00967,350.7457,1.00593,350.36695,0.97229,330.24271,1.01695,123.36262
75,Gen3L-37,0.9999,358.11844,0.99749,357.83034,0.96319,339.47067,0.99996,131.94288
76,Gen3L-38,1.01988,348.04173,1.01595,347.61395,0.98273,326.92547,1.02669,120.71844
77,Gen3L-38-1,0.98956,344.33005,0.98465,343.74646,0.92643,321.84226,0.98948,117.3274
78,Gen3L-39,0.99124,6.30313,0.98828,5.98562,0.94091,347.63905,0.98259,140.6519
79,Gen3L-40,0.9912,353.17789,0.98845,352.87387,0.94561,334.01628,0.98156,126.73471
80,Gen3L-41,0.99411,358.3133,0.99177,358.03127,0.95968,339.75393,0.99571,132.13272
81,Gen3L-42,0.99075,337.41959,0.98495,336.52847,0.91819,311.95405,0.99113,110.39137
82,Gen3L-49,0.99968,338.49818,0.99417,337.67574,0.93205,313.24284,1.00103,111.45181
83,Gen3L-57,0.99252,344.31218,0.98828,343.81519,0.93174,322.19852,0.99347,117.27584
84,Gen3L-58,0.99545,345.64471,0.99107,345.15244,0.93502,323.68013,0.99669,118.60041
85,Gen3L-59,0.99252,344.31218,0.98828,343.81519,0.93174,322.19852,0.99347,117.27584
86,Gen3L-6,0.99138,6.30404,0.98794,5.94331,0.93724,347.27626,0.98463,140.57892
87,Gen3L-60,0.99252,344.31218,0.98828,343.81519,0.93174,322.19852,0.99347,117.27584
88,Gen3L-61,0.99035,344.19758,0.98566,343.63829,0.92939,321.84513,0.99106,117.16265
89,Gen3L-62,0.99035,344.19758,0.98566,343.63829,0.92939,321.84513,0.99106,117.16265
90,Gen3L-63,0.99825,346.29287,0.99357,345.77921,0.93709,324.31155,0.99958,119.24659
91,Gen3L-64,0.99825,346.29287,0.99357,345.77921,0.93709,324.31155,0.99958,119.24659
92,Gen3L-65,0.99268,344.38733,0.98673,343.68122,0.92639,321.50675,0.9932,117.36275
93,Gen3L-66,0.99268,344.38733,0.98673,343.68122,0.92639,321.50675,0.9932,117.36275
94,Gen3L-67,0.99903,337.8537,0.99335,337.00444,0.92702,312.40306,0.99973,110.81687
95,Gen3L-68,0.99903,337.8537,0.99335,337.00444,0.92702,312.40306,0.99973,110.81687
96,Gen3L-7,0.99145,6.36087,0.98807,6.00552,0.93783,347.38169,0.98459,140.64483
97,Gen3L-8,0.99168,6.55358,0.98834,6.20274,0.93855,347.62881,0.98463,140.84716
98,LCC1受端,0.99956,349.8432,0.99935,349.5928,0.98431,348.93977,1.00138,349.27417
99,LCC1送端,0.99235,0.22174,0.92367,356.5689,0.8298,287.72195,1.02577,127.59596
