,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99988,358.91429,0.99583,358.77119,1.00113,358.58378
1,Gen1A-10,0.99974,349.65935,0.99966,349.56704,0.98189,348.25562,1.01602,347.10433
2,Gen1A-11,1.0,349.68644,0.99992,349.59814,0.98274,348.2768,1.0165,347.13492
3,Gen1A-2,1.0,357.97005,0.99987,357.95505,0.99459,357.72611,1.00218,357.4375
4,Gen1A-3,1.0,359.33597,0.99989,359.33068,0.99632,359.2338,1.00054,359.10382
5,Gen1A-4,1.0,49.99998,0.99991,49.99798,0.99764,49.96084,0.99968,49.91756
6,Gen1A-5,1.0,349.94507,0.99992,349.85059,0.98257,348.5154,1.01602,347.48436
7,Gen1A-6,0.99873,349.07845,0.99865,348.98608,0.98061,347.63669,1.01525,346.51621
8,Gen1A-7,1.0,359.47023,0.99989,359.46479,0.99592,359.35649,1.0002,359.20879
9,Gen1A-8,0.99758,353.21166,0.99745,353.1734,0.98687,352.57695,1.00382,351.92594
10,Gen1A-9,0.99611,354.01638,0.99597,353.98172,0.98621,353.44738,1.00145,352.86386
11,Gen1B-1,1.00984,10.37858,1.00956,10.38784,0.99893,12.66409,1.01973,358.18927
12,Gen1B-11,0.99999,7.02756,0.99972,7.02508,0.9894,8.61967,1.0174,356.68333
13,Gen1B-12,0.99778,6.4718,0.9975,6.4673,0.98588,8.04721,1.01556,356.18812
14,Gen1B-13,1.00873,9.93964,1.00842,9.94856,0.99567,12.3072,1.01845,357.58202
15,Gen1B-14,1.01203,10.20758,1.01168,10.2169,0.99653,12.7147,1.01992,357.53786
16,Gen1B-2,1.0082,9.40245,1.00794,9.40959,0.99834,11.47958,1.01954,357.73854
17,Gen1B-3,1.01278,14.30337,1.01255,14.31915,1.00601,16.79489,1.01571,1.44055
18,Gen1B-3-1,1.01278,14.30337,1.01255,14.31915,1.00601,16.79489,1.01571,1.44055
19,Gen1B-4,1.00976,10.24269,1.00946,10.25198,0.99798,12.57148,1.01951,357.95934
20,Gen1B-4-1,1.01738,9.32605,1.01711,9.33309,1.00675,11.43818,1.02883,357.58438
21,Gen1B-5,1.00709,9.03109,1.00671,9.03844,0.98923,11.5396,1.01687,356.39686
22,Gen1B-6,1.00616,8.66382,1.00575,8.67038,0.98626,11.21135,1.01523,355.95645
23,Gen1B-6-1,1.0065,8.94898,1.00611,8.95624,0.98779,11.50259,1.01662,356.21124
24,Gen1B-7,1.01203,10.20757,1.01168,10.21689,0.99653,12.7147,1.01992,357.53786
25,Gen2E-17,1.00083,358.47508,0.9553,351.18879,0.70334,215.94615,1.03756,197.06771
26,Gen2E-18,0.99988,358.55603,0.96128,352.51973,0.69063,219.80945,1.03463,197.98931
27,Gen2E-2,0.99958,358.89852,0.96365,353.35445,0.66611,223.81355,1.02856,199.57359
28,Gen2E-30,0.99954,358.06397,0.9553,350.91188,0.70254,215.54686,1.03675,196.71602
29,Gen2E-33,0.99956,357.34113,0.95863,350.64656,0.69087,216.00108,1.03242,196.56409
30,Gen2E-34,0.9996,358.89498,0.9635,353.33542,0.66838,223.776,1.03076,199.47848
31,Gen2E-35,0.99738,357.34425,0.95929,351.17394,0.67665,217.90773,1.02752,197.13283
32,Gen2E-36,0.99783,357.35576,0.95818,350.91072,0.68694,216.62521,1.03083,196.6717
33,Gen2E-37,0.99961,357.77141,0.96856,352.87658,0.64767,225.4604,1.01544,199.8508
34,Gen2E-5,0.99573,359.39226,0.94536,351.00796,0.69368,215.27147,1.02461,197.84801
35,Gen2E-7,0.99957,359.12245,0.96301,353.50076,0.68261,222.67404,1.0285,199.00763
36,Gen2W-1,0.99944,5.30047,0.88186,346.05299,0.78617,204.79253,1.04193,198.53894
37,Gen2W-11,0.99944,5.22766,0.87991,345.25072,0.78559,204.85463,1.04186,198.5171
38,Gen2W-12,0.99945,4.85749,0.88772,346.74048,0.78182,205.11395,1.04082,198.38317
39,Gen2W-21,0.99944,5.07524,0.8856,346.80733,0.78737,204.64567,1.0421,198.3408
40,Gen2W-24,0.99933,4.3638,0.88833,346.32014,0.78707,203.98672,1.04439,197.77587
41,Gen2W-25,0.99849,4.65633,0.88207,344.92623,0.781,204.71638,1.04115,198.14072
42,Gen2W-5,0.99944,5.19041,0.88184,345.77636,0.78512,204.84411,1.04299,198.49764
43,Gen2W-6,0.99822,4.626,0.88419,345.53523,0.77758,205.0915,1.04047,198.2509
44,Gen3D-10,0.99723,5.21419,0.99552,4.90065,0.90294,343.01332,1.02942,252.08575
45,Gen3D-13,1.00098,5.46362,0.99952,5.17676,0.9129,343.4329,1.0401,252.36495
46,Gen3D-15,0.99715,5.47699,0.99504,5.11763,0.89322,343.01817,1.02634,252.15154
47,Gen3D-17,0.99349,4.7628,0.99186,4.45614,0.90035,342.52831,1.02831,251.66064
48,Gen3D-20,1.00126,6.34186,0.9999,6.08216,0.91762,344.57033,1.04496,253.28134
49,Gen3D-23,0.99638,5.41177,0.9943,5.05451,0.89261,342.95683,1.0261,252.08475
50,Gen3D-25,0.99478,5.48591,0.99242,5.09308,0.88275,342.80203,1.02363,251.96876
51,Gen3D-26,0.99784,5.56485,0.99577,5.20866,0.8945,343.12707,1.02866,252.22383
52,Gen3D-29,0.99563,5.62378,0.99323,5.22615,0.88258,342.92668,1.02472,252.07034
53,Gen3D-30,0.98896,5.10097,0.98631,4.6688,0.86733,342.11495,1.01413,251.42575
54,Gen3D-31,0.99536,5.29518,0.99328,4.93723,0.8913,342.81459,1.02515,251.9674
55,Gen3D-32,0.99369,5.15668,0.99157,4.79165,0.8879,342.60245,1.02334,251.79768
56,Gen3D-4,0.99982,5.75322,0.99778,5.40398,0.89793,343.3944,1.02949,252.44125
57,Gen3D-5,0.99832,5.59331,0.99629,5.24262,0.89611,343.19142,1.02904,252.27303
58,Gen3L-10,0.99156,6.37629,0.98938,6.026,0.88865,344.50473,1.01714,253.21315
59,Gen3L-18,0.99793,6.99725,0.99575,6.65208,0.89657,345.28274,1.02325,253.86027
60,Gen3L-2,0.99472,6.78569,0.99226,6.4049,0.88521,344.76924,1.01965,253.44614
61,Gen3L-20,0.99962,7.43279,0.99745,7.09138,0.8996,345.83051,1.02488,254.31913
62,Gen3L-21,0.99962,7.80925,0.99747,7.47308,0.90128,346.32959,1.02543,254.74222
63,Gen3L-22,0.99962,7.89976,0.99748,7.56525,0.90169,346.45319,1.02548,254.84404
64,Gen3L-26-1,0.99565,355.64869,0.99415,355.33634,0.90843,333.03387,1.03726,244.72507
65,Gen3L-27,0.99415,353.81379,0.9926,353.49061,0.90033,330.87174,1.03763,243.02188
66,Gen3L-29,0.99961,356.00317,0.99821,355.71799,0.91568,333.95692,1.04292,245.59195
67,Gen3L-3,0.99691,6.99597,0.99458,6.63222,0.8915,345.14693,1.02213,253.75925
68,Gen3L-30,0.99785,355.86609,0.99638,355.55898,0.91182,333.32972,1.03848,244.97312
69,Gen3L-31,0.99985,13.02897,0.9975,12.71864,0.93059,353.60769,1.01269,260.45849
70,Gen3L-32,0.99745,9.51904,0.99486,9.15131,0.90904,348.43691,1.02704,256.49857
71,Gen3L-33,0.99982,344.48599,0.99688,343.67934,0.81378,313.92173,1.05329,230.92173
72,Gen3L-34,1.00519,344.31499,1.00112,343.21051,0.81409,312.99311,1.05951,230.90435
73,Gen3L-35,1.00017,344.35753,0.99769,343.70267,0.84423,316.1771,1.05822,232.59209
74,Gen3L-36,1.00967,350.7457,1.0079,350.35277,0.91101,326.55862,1.09235,240.58173
75,Gen3L-37,0.9999,358.11844,0.99832,357.79583,0.91732,335.67986,1.04279,246.7827
76,Gen3L-38,1.01988,348.04173,1.01801,347.61223,0.92035,322.50535,1.10324,237.35797
77,Gen3L-38-1,0.98956,344.33005,0.98741,343.76041,0.84163,316.59923,1.0479,232.67368
78,Gen3L-39,0.99124,6.30313,0.98894,5.93803,0.88477,344.3182,1.01678,253.06468
79,Gen3L-40,0.9912,353.1779,0.98964,352.85038,0.89522,330.12537,1.03578,242.43703
80,Gen3L-41,0.99411,358.3133,0.99257,357.9968,0.9157,335.96908,1.03758,247.05127
81,Gen3L-42,0.99075,337.41959,0.98876,336.63413,0.81633,304.33392,1.06264,224.14643
82,Gen3L-49,0.99968,338.49818,0.99772,337.7586,0.83349,305.79974,1.07717,225.03255
83,Gen3L-57,0.99252,344.31218,0.9907,343.82167,0.85137,317.30001,1.05161,233.28469
84,Gen3L-58,0.99545,345.64471,0.99356,345.15473,0.85459,318.9996,1.05319,234.61858
85,Gen3L-59,0.99252,344.31218,0.9907,343.82167,0.85137,317.30001,1.05161,233.28469
86,Gen3L-6,0.99138,6.30404,0.98871,5.89311,0.87481,343.96303,1.01566,252.79442
87,Gen3L-60,0.99252,344.31218,0.9907,343.82167,0.85137,317.30001,1.05161,233.28469
88,Gen3L-61,0.99035,344.19758,0.98831,343.65355,0.84725,316.7,1.05102,232.7893
89,Gen3L-62,0.99035,344.19758,0.98831,343.65355,0.84725,316.7,1.05102,232.7893
90,Gen3L-63,0.99825,346.29287,0.99624,345.78471,0.85554,319.70287,1.05498,235.19641
91,Gen3L-64,0.99825,346.29287,0.99624,345.78471,0.85554,319.70287,1.05498,235.19641
92,Gen3L-65,0.99268,344.38733,0.99022,343.73246,0.83791,316.20689,1.0503,232.62189
93,Gen3L-66,0.99268,344.38733,0.99022,343.73246,0.83791,316.20689,1.0503,232.62189
94,Gen3L-67,0.99903,337.8537,0.99703,337.08682,0.82351,304.76429,1.07219,224.38208
95,Gen3L-68,0.99903,337.8537,0.99703,337.08682,0.82351,304.76429,1.07219,224.38208
96,Gen3L-7,0.99145,6.36087,0.98883,5.95557,0.87616,344.07319,1.01606,252.88162
97,Gen3L-8,0.99168,6.55358,0.98908,6.1529,0.8775,344.33787,1.01671,253.09762
98,LCC1受端,0.99956,349.8432,0.99949,349.73502,0.98085,348.29123,1.01528,347.36488
99,LCC1送端,0.99235,0.22174,0.951,352.49157,0.70475,213.6336,1.00737,198.19361
100,LCC4受端,0.98717,5.31753,0.98412,4.8366,0.85456,342.06335,1.00867,251.41777
101,LCC4送端,0.99959,6.1992,0.96738,359.25391,0.74514,214.14298,0.99807,203.4494
102,LCC5受端,0.99765,344.36769,0.9936,343.25888,0.80791,313.04277,1.05151,230.95669
103,LCC5送端,0.99024,2.82864,0.88155,344.37742,0.77112,202.78367,1.0306,196.32303
104,LCC6受端,0.99987,346.89128,0.99792,346.4048,0.85909,320.60498,1.05617,235.88273
105,LCC6送端,1.00606,8.59365,1.00565,8.60005,0.98585,11.14326,1.01503,355.88096
106,LCC7受端,0.9864,5.2673,0.98311,4.76437,0.84822,341.93311,1.00611,251.215
107,LCC7送端,0.99987,6.38932,0.96705,359.4353,0.74552,214.46845,0.99938,203.68663
108,bus-9001,0.99242,0.24501,0.95104,352.51544,0.70486,213.6555,1.00748,198.21844
109,bus-9003,0.99999,6.41224,0.96714,359.45891,0.74568,214.49,0.99953,203.71185
110,bus-9004,0.99962,6.22243,0.96738,359.27784,0.74523,214.16489,0.99813,203.47505
111,bus-9006,0.99911,2.6094,0.96005,355.17565,0.72379,214.13864,1.00934,200.34711
112,bus-9007,1.00402,5.45588,0.96781,358.3322,0.74217,214.93251,1.00905,202.99572
113,bus-9031,1.0008,7.07498,0.96797,0.16267,0.74871,214.9199,1.00036,204.40345
114,bus-9032,1.00052,6.84165,0.96769,359.91487,0.74766,214.76835,1.00008,204.15997
115,bus-9033,1.0007,6.99723,0.96787,0.08009,0.74836,214.86951,1.00026,204.32232
116,bus-9034,1.00033,6.68599,0.96749,359.74958,0.74694,214.66751,0.99988,203.99754
117,bus-9035,1.00029,6.64592,0.96745,359.70702,0.74676,214.64134,0.99983,203.94612
118,bus-9036,1.00023,6.60699,0.96739,359.66569,0.74657,214.6163,0.99977,203.90709
119,bus-9037,1.00029,6.64592,0.96745,359.70702,0.74676,214.64134,0.99983,203.94612
120,bus-9038,1.00023,6.60699,0.96739,359.66569,0.74657,214.6163,0.99977,203.90709
121,bus-9041,1.00067,7.08126,0.96845,0.18924,0.74916,214.72219,0.9992,204.3731
122,bus-9042,0.99999,6.53535,0.96777,359.60986,0.74667,214.36797,0.99852,203.80227
123,bus-9043,1.00005,6.57429,0.96783,359.65118,0.74685,214.39303,0.99858,203.84299
124,bus-9071,1.00461,5.93179,0.96841,358.83918,0.74443,215.24345,1.00966,203.48658
125,bus-9072,1.00435,5.72858,0.96815,358.62269,0.74347,215.11072,1.0094,203.27699
126,bus1A-1,0.99855,359.13714,0.99843,359.13086,0.9944,359.01244,0.99902,358.85581
127,bus1A-10,0.99758,353.21167,0.99744,353.17341,0.98687,352.57695,1.00382,351.92595
128,bus1A-11,0.99661,352.93728,0.99648,352.89711,0.98554,352.27219,1.00327,351.58735
129,bus1A-12,0.99961,349.8883,0.99952,349.79242,0.98186,348.45303,1.01545,347.41372
130,bus1A-13,0.99963,349.82039,0.99955,349.71355,0.98098,348.27999,1.01538,347.34059
131,bus1A-14,0.9988,349.10288,0.99873,349.00844,0.98062,347.63992,1.01517,346.56522
132,bus1A-15,1.0,349.67117,0.99991,349.57979,0.98214,348.28298,1.01634,347.09815
133,bus1A-16,0.99974,349.65935,0.99965,349.56705,0.98189,348.25563,1.01601,347.10433
134,bus1A-17,0.99941,349.45721,0.99933,349.3652,0.9815,348.03749,1.01586,346.8895
135,bus1A-18,0.99874,349.23554,0.99866,349.14383,0.98074,347.80839,1.01526,346.66504
136,bus1A-19,0.9988,349.00443,0.99872,348.91097,0.98063,347.54563,1.01523,346.46234
137,bus1A-2,0.99691,358.78939,0.99679,358.78245,0.99275,358.65208,0.99771,358.48504
138,bus1A-20,0.99923,349.94892,0.99913,349.86209,0.98132,348.65122,1.01602,347.23634
139,bus1A-21,0.99727,349.75485,0.99717,349.66837,0.97904,348.45758,1.01485,346.92269
140,bus1A-22,0.99866,349.15423,0.99858,349.06296,0.9806,347.72987,1.01526,346.57133
141,bus1A-3,0.9991,358.85946,0.99898,358.8514,0.99493,358.71041,1.00017,358.52715
142,bus1A-4,0.99789,358.90464,0.99777,358.89762,0.99369,358.77119,0.99857,358.60714
143,bus1A-5,0.99918,358.9039,0.99906,358.89601,0.995,358.75846,1.00016,358.57908
144,bus1A-6,0.99765,358.78137,0.99753,358.77394,0.9934,358.64497,0.99839,358.47909
145,bus1A-7,0.99595,355.43575,0.99581,355.40571,0.98729,354.96047,1.00011,354.47199
146,bus1A-8,0.99751,358.77806,0.9974,358.77078,0.99329,358.64399,0.99824,358.48128
147,bus1A-9,0.99609,354.01646,0.99595,353.9818,0.9862,353.44746,1.00143,352.86395
148,bus1B-1,0.99911,7.60129,0.99882,7.60181,0.98737,9.42296,1.01451,356.65097
149,bus1B-10,1.00766,9.42716,1.00731,9.43527,0.99206,11.86973,1.01739,356.92293
150,bus1B-11,1.01203,10.20759,1.01168,10.21691,0.99653,12.71472,1.01992,357.53788
151,bus1B-12,1.00616,8.66383,1.00575,8.67039,0.98626,11.21136,1.01523,355.95646
152,bus1B-2,0.99778,6.47181,0.9975,6.46732,0.98588,8.04723,1.01555,356.18813
153,bus1B-3,0.99819,6.56785,0.99791,6.56373,0.98645,8.15122,1.01586,356.26075
154,bus1B-4,1.00977,9.35585,1.00949,9.36289,0.99922,11.46798,1.02113,357.61418
155,bus1B-5,1.00791,9.17917,1.00764,9.18578,0.99752,11.25342,1.01958,357.53267
156,bus1B-6,1.007,8.89637,1.00672,8.90208,0.99619,10.94111,1.01921,357.33554
157,bus1B-7,1.01086,8.93896,1.01053,8.94536,0.99667,11.19195,1.02214,356.88426
158,bus1B-8,1.01266,14.20616,1.01243,14.22181,1.00573,16.69706,1.01573,1.35043
159,bus1B-9,1.00873,9.93965,1.00841,9.94857,0.99567,12.30721,1.01845,357.58203
160,bus2E-1,0.99579,359.55507,0.94753,351.44278,0.69336,215.65055,1.02245,198.09001
161,bus2E-10,0.99942,357.70962,0.96718,352.66128,0.59964,227.43335,1.00437,201.48594
162,bus2E-11,0.99924,358.50052,0.95466,351.28489,0.69289,216.60002,1.03197,197.41145
163,bus2E-12,0.99824,358.56679,0.9598,352.49731,0.6729,220.94768,1.0267,198.63715
164,bus2E-13,0.99819,358.39429,0.96121,352.57138,0.66523,221.82652,1.02525,198.88088
165,bus2E-14,0.9982,358.34183,0.96154,352.57181,0.66302,222.02515,1.02476,198.94355
166,bus2E-15,0.99869,357.95293,0.96441,352.55534,0.6347,224.25597,1.01524,199.97109
167,bus2E-16,0.99892,357.68834,0.96648,352.58892,0.61205,226.33802,1.00743,200.88976
168,bus2E-19,0.99765,358.11503,0.96089,352.29405,0.66458,221.2535,1.02471,198.58653
169,bus2E-2,0.99935,358.71214,0.963,353.06247,0.66279,223.31343,1.02698,199.4557
170,bus2E-20,0.99979,358.56741,0.94567,349.74892,0.70864,213.12677,1.03701,196.52856
171,bus2E-21,0.99941,357.9882,0.95486,350.77999,0.69938,215.47699,1.0354,196.69595
172,bus2E-22,0.99736,357.71037,0.95685,351.17329,0.68974,216.90388,1.03145,196.89313
173,bus2E-23,0.99783,357.35577,0.95818,350.91073,0.68694,216.62522,1.03083,196.67171
174,bus2E-24,0.99738,357.34426,0.95929,351.17395,0.67665,217.90774,1.02752,197.13283
175,bus2E-25,0.99893,357.60386,0.96721,352.58784,0.64028,224.9431,1.0137,199.8014
176,bus2E-26,0.99905,358.79411,0.94207,349.4807,0.71086,212.60424,1.03651,196.55964
177,bus2E-27,0.99857,357.94162,0.95402,350.71165,0.69963,215.31309,1.03479,196.62673
178,bus2E-28,0.99834,357.88194,0.95143,350.20874,0.69948,214.45066,1.03392,196.44633
179,bus2E-29,0.99856,357.83037,0.95379,350.53819,0.69892,215.05062,1.03441,196.5189
180,bus2E-3,1.00032,357.77215,0.96822,352.77153,0.58697,228.70524,1.00159,202.1609
181,bus2E-31,0.9981,357.20329,0.95918,350.85965,0.68288,216.86079,1.02966,196.72046
182,bus2E-32,0.99845,357.56284,0.95519,350.49092,0.69572,215.19496,1.03327,196.42763
183,bus2E-34,0.99567,356.9533,0.95606,350.41357,0.68649,215.5928,1.02825,196.21425
184,bus2E-35,0.99856,357.50807,0.9552,350.40762,0.69377,215.24287,1.03248,196.45651
185,bus2E-36,0.99942,357.31867,0.95852,350.62684,0.69029,215.99436,1.03214,196.55633
