,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99906,358.89361,0.99946,358.81066,0.99915,358.8753
1,Gen1A-10,0.99974,349.65935,0.9976,349.32288,0.98688,348.79959,1.00121,349.30859
2,Gen1A-11,1.0,349.68644,0.99795,349.36481,0.98769,348.81789,1.00134,349.33692
3,Gen1A-2,1.0,357.97005,0.9989,357.91752,0.99851,357.8071,0.99946,357.89819
4,Gen1A-3,1.0,359.33597,0.99913,359.31771,0.99977,359.25544,0.99904,359.30169
5,Gen1A-4,1.0,49.99998,0.99927,49.99381,1.00067,49.94695,0.99906,49.91724
6,Gen1A-5,1.0,349.94507,0.99782,349.60055,0.98771,349.04948,1.0015,349.6092
7,Gen1A-6,0.99873,349.07845,0.99663,348.74138,0.98553,348.19193,1.00022,348.72697
8,Gen1A-7,1.0,359.47023,0.99912,359.45163,0.99932,359.37739,0.99838,359.43355
9,Gen1A-8,0.99758,353.21166,0.99612,353.07497,0.99132,352.8287,0.99757,353.03395
10,Gen1A-9,0.99611,354.01638,0.99469,353.89294,0.9906,353.66962,0.99597,353.85743
11,Gen1B-1,1.00984,10.37858,1.00869,10.41037,1.00803,13.44211,1.008,8.52659
12,Gen1B-11,0.99999,7.02756,0.99868,7.02081,0.99575,9.38494,0.99931,5.45709
13,Gen1B-12,0.99778,6.4718,0.9964,6.45814,0.99254,8.8106,0.99735,4.90791
14,Gen1B-13,1.00873,9.93964,1.00749,9.96979,1.00649,13.06933,1.00683,8.06323
15,Gen1B-14,1.01203,10.20758,1.01069,10.23857,1.00922,13.46038,1.00998,8.28424
16,Gen1B-2,1.0082,9.40245,1.00708,9.42756,1.00616,12.26488,1.00645,7.6299
17,Gen1B-3,1.01278,14.30337,1.01192,14.35718,1.01263,17.62751,1.01063,12.33837
18,Gen1B-3-1,1.01278,14.30337,1.01192,14.35718,1.01263,17.62751,1.01063,12.33837
19,Gen1B-4,1.00976,10.24269,1.00858,10.27433,1.00784,13.34264,1.00788,8.37705
20,Gen1B-4-1,1.01738,9.32605,1.01622,9.3507,1.01512,12.21957,1.01567,7.54135
21,Gen1B-5,1.00709,9.03109,1.00563,9.05502,1.00366,12.26901,1.00515,7.11568
22,Gen1B-6,1.00616,8.66382,1.00461,8.68476,1.0021,11.93082,1.00408,6.73844
23,Gen1B-6-1,1.0065,8.94898,1.00501,8.97238,1.00295,12.22582,1.00462,7.01852
24,Gen1B-7,1.01203,10.20757,1.01069,10.23856,1.00922,13.46038,1.00998,8.28423
25,Gen2E-17,1.00083,358.47508,0.88416,356.03571,0.79244,343.30507,1.08376,241.9979
26,Gen2E-18,0.99988,358.55603,0.90385,356.65438,0.81151,342.70156,1.07761,242.43843
27,Gen2E-2,0.99958,358.89852,0.91123,357.27549,0.82621,342.78703,1.07209,243.31911
28,Gen2E-30,0.99954,358.06397,0.88533,355.59513,0.79038,342.89142,1.08079,241.63439
29,Gen2E-33,0.99956,357.34113,0.89397,354.99487,0.79497,341.61449,1.07739,241.21773
30,Gen2E-34,0.9996,358.89498,0.91096,357.26618,0.82735,342.77223,1.07349,243.27545
31,Gen2E-35,0.99738,357.34425,0.90053,355.27892,0.80212,341.18326,1.07311,241.47288
32,Gen2E-36,0.99783,357.35576,0.89649,355.14763,0.79678,341.38914,1.07593,241.27283
33,Gen2E-37,0.99961,357.77141,0.92274,356.19524,0.8352,341.18256,1.06166,242.89733
34,Gen2E-5,0.99573,359.39226,0.86164,357.15507,0.78083,343.9787,1.07318,242.91429
35,Gen2E-7,0.99957,359.12245,0.90958,357.4986,0.82132,343.05884,1.07229,243.20914
36,Gen2W-1,0.99944,5.30047,0.69032,358.79908,0.71104,1.53777,1.10839,246.11709
37,Gen2W-11,0.99944,5.22766,0.68197,358.37658,0.71073,1.42932,1.10881,246.06783
38,Gen2W-12,0.99945,4.85749,0.70412,358.60747,0.71219,0.39218,1.10836,245.81337
39,Gen2W-21,0.99944,5.07524,0.69409,358.57585,0.70947,1.53909,1.11193,245.91091
40,Gen2W-24,0.99933,4.3638,0.69969,357.77283,0.71219,0.38421,1.11472,245.30494
41,Gen2W-25,0.99849,4.65633,0.67569,357.32504,0.71059,0.22019,1.107,245.63221
42,Gen2W-5,0.99944,5.19041,0.68767,358.63913,0.71572,1.08605,1.10498,246.05378
43,Gen2W-6,0.99822,4.626,0.69331,357.99228,0.7128,359.734,1.10439,245.66691
44,Gen3D-10,0.99723,5.21419,0.99324,4.89061,0.97446,352.51574,0.97856,269.51561
45,Gen3D-13,1.00098,5.46362,0.99751,5.17729,0.98038,352.85229,0.98626,269.80379
46,Gen3D-15,0.99715,5.47699,0.99228,5.09236,0.97252,352.63087,0.97902,269.63825
