,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99983,358.90807,0.99753,358.73836,1.00168,358.5693
1,Gen1A-10,0.99974,349.65935,0.99975,349.49739,0.98482,348.1064,1.01099,346.99284
2,Gen1A-11,1.0,349.68644,1.00001,349.53182,0.98572,348.12019,1.01133,347.00528
3,Gen1A-2,1.0,357.97005,0.99982,357.94382,0.99641,357.68331,1.00239,357.4219
4,Gen1A-3,1.0,359.33597,0.99984,359.32676,0.99795,359.20883,1.00122,359.0918
5,Gen1A-4,1.0,49.99998,0.99987,49.99552,0.9991,49.94721,1.00091,49.84902
6,Gen1A-5,1.0,349.94507,1.00001,349.77892,0.98556,348.35726,1.01115,347.37038
7,Gen1A-6,0.99873,349.07845,0.99875,348.91677,0.98363,347.48406,1.01001,346.39733
8,Gen1A-7,1.0,359.47023,0.99984,359.46079,0.99752,359.32596,1.00025,359.19441
9,Gen1A-8,0.99758,353.21166,0.99742,353.14517,0.98906,352.50035,1.00168,351.87712
10,Gen1A-9,0.99611,354.01638,0.99594,353.95607,0.98834,353.37545,0.99968,352.82208
11,Gen1B-1,1.00984,10.37858,1.00937,10.39432,0.99918,13.5015,1.01843,358.49215
12,Gen1B-11,0.99999,7.02756,0.99956,7.02263,0.98961,9.24955,1.01561,356.89545
13,Gen1B-12,0.99778,6.4718,0.99733,6.46334,0.98595,8.67444,1.01363,356.4008
14,Gen1B-13,1.00873,9.93964,1.00821,9.95484,0.99584,13.167,1.01728,357.90119
15,Gen1B-14,1.01203,10.20758,1.01145,10.22351,0.99655,13.61258,1.01911,357.86858
16,Gen1B-2,1.0082,9.40245,1.00777,9.41446,0.99864,12.25624,1.01811,358.01359
17,Gen1B-3,1.01278,14.30337,1.01241,14.33036,1.0064,17.70174,1.01497,1.7182
18,Gen1B-3-1,1.01278,14.30337,1.01241,14.33036,1.0064,17.70174,1.01497,1.7182
19,Gen1B-4,1.00976,10.24269,1.00927,10.2585,0.99821,13.42086,1.01826,358.27055
20,Gen1B-4-1,1.01738,9.32605,1.01693,9.3379,1.00701,12.22492,1.0274,357.86484
21,Gen1B-5,1.00709,9.03109,1.00646,9.04368,0.98916,12.43765,1.01594,356.74641
22,Gen1B-6,1.00616,8.66382,1.00548,8.67507,0.98607,12.12012,1.01448,356.31347
23,Gen1B-6-1,1.0065,8.94898,1.00585,8.96143,0.98769,12.41375,1.01568,356.57098
24,Gen1B-7,1.01203,10.20757,1.01145,10.22351,0.99655,13.61257,1.01911,357.86857
25,Gen2E-17,1.00083,358.47508,0.93718,349.8211,0.64429,205.68476,1.00616,219.27284
26,Gen2E-18,0.99988,358.55603,0.94622,351.46578,0.63257,210.04217,1.00793,220.18217
27,Gen2E-2,0.99958,358.89852,0.94994,352.44822,0.60683,214.4616,1.01173,221.28704
