select_0,select_1,select_2,select_3,select_4,select_5,select_6,select_7,select_8,select_9,select_10,select_11,select_12,select_13,select_14,select_15,select_16,label
1.046178818,-1.926803708,-2.687974215,2.115601778,-2.438259363,-12.57019711,3.197619438,-2.168116808,1.524866343,-6.890748024,2.960426331,-12.52931309,1.031492233,-8.259217262,-4.216925144,-2.217892408,-5.556005955,98
1.216903925,-1.362089634,-3.3768785,2.513635397,0.881181002,-12.19543266,3.333597183,-2.293086529,-4.973907471,-5.794451237,2.034531355,-12.14570522,1.53337872,-8.148657799,-4.717898369,0.07904841,-5.200472832,45
1.041221261,2.631452799,-2.804544687,2.328200102,0.886109173,-12.60064602,3.192315817,-2.841774464,-5.642085075,-7.78717041,2.925779581,-12.5515976,1.486371517,-7.402510643,-5.170484066,0.011621609,-4.707344532,98
1.101656437,2.996706963,-2.333075762,2.261729956,0.437518716,-12.42600346,3.221174479,-2.600401878,-0.512549579,-9.112898827,3.268708467,-12.38852787,1.170432091,-7.499015331,-3.470735073,-1.110572815,-4.642564774,39
1.138469577,2.714217663,-2.436461926,2.241706848,-0.502131402,-12.51537895,3.251191378,-2.625522375,0.704526246,-9.356354713,3.213866234,-12.4786396,1.686466455,-7.651694775,-3.601728916,0.0486992,-4.556258202,39
1.16063714,0.225330681,-2.882740259,2.578127146,0.955709636,-12.22315884,3.272578478,-2.013070822,-4.426499844,-6.597803116,2.0548141,-12.18171597,1.321543694,-8.262998581,-4.521791458,0.080868989,-4.684536934,37
1.102759838,1.634903312,-2.547692537,2.306045771,0.683483183,-12.53067589,3.228412628,-1.963710666,0.837346911,-7.047574043,3.1105721,-12.48785973,1.025112271,-7.951412678,-3.82404995,0.049707726,-4.556934357,8
1.093099117,-0.277667314,-3.109160662,2.493725061,0.902783155,-12.29706097,3.211120605,-2.264911175,-4.614628315,-6.698338985,2.026295185,-12.24457169,1.274752259,-8.268375397,-4.724407673,0.059986815,-5.158014774,67
1.121607661,3.156696081,-2.177135706,2.304881811,0.846238315,-12.32646275,3.258397579,-2.283936739,-0.62341243,-11.04918385,3.5054636,-12.29701424,1.294667006,-7.333765984,-3.011169672,0.047109172,-4.111596584,9
1.13610673,2.022285938,-2.027182817,2.446983099,1.066927075,-12.4834795,3.292139292,-2.783363581,-5.920913219,-7.159033775,2.820965767,-12.43186474,1.433559895,-7.360324383,-5.028532028,-1.895140648,-4.859988689,48
1.252053738,1.734004498,0.139077514,2.696188688,3.28202939,-12.10050869,3.381546974,-0.7677266,-10.42292118,-0.5178774,1.692580819,-12.03135014,1.504697204,-8.239858627,-4.740697384,0.133160248,-3.602133274,24
1.031747222,1.689420581,-2.623556376,2.302958727,0.853189588,-12.58004379,3.192990065,-2.030058146,0.73629874,-7.227218151,2.979073524,-12.54844093,1.047577143,-8.074335098,-4.020605087,-1.851775408,-4.995092869,23
1.020578861,2.953959703,-2.476233721,2.046870232,-2.1640172,-12.55405807,3.188354254,-2.888264418,0.62091428,-11.38909721,3.420823336,-12.5194788,0.857707322,-6.810450077,-3.809803963,-1.653536081,-5.228212833,98
1.027425051,-0.584136903,-2.693490267,2.555002451,0.944811583,-12.82451916,3.192314148,-2.141287804,-4.862921715,-6.804128647,2.78022933,-12.78050518,1.115676641,-8.376813889,-4.828698158,0.039060533,-4.883070946,54
1.057229042,0.93464005,-2.609204054,2.312868834,0.548967183,-12.87303352,3.189471483,-2.435326099,0.783699751,-7.241903782,3.00441432,-12.83125877,1.040408134,-8.024903297,-4.103277683,-2.060002327,-5.079995632,42
1.086505413,2.609995365,-2.3989501,2.253675699,0.534502983,-12.50158691,3.217142105,-2.715740204,0.385938883,-8.32257843,3.072728395,-12.46097374,1.400638819,-7.56576252,-3.878916502,-1.418075681,-4.83538723,61
1.027927637,-0.929220378,-2.722867727,2.372093439,0.752653182,-12.88281155,3.164099932,-2.130258322,0.818215132,-6.980094433,2.932001591,-12.84825993,1.010091186,-8.27504921,-4.225803375,-0.09231557,-4.972484589,65
1.292142153,-1.158829451,-3.1774652,2.650560856,2.233249903,-12.18537807,3.405141115,-3.902809381,-6.421887875,-6.866878033,2.590141535,-12.12040138,2.69275403,-7.344756603,-4.765227795,0.104228735,-4.22884798,48
1.095701218,2.906717062,-2.378876686,2.314012766,0.756516457,-12.68451214,3.199634075,-2.584577322,-0.529450715,-9.023001671,3.225184917,-12.66525173,0.95740515,-7.503203869,-3.564404964,0.05906029,-4.30917263,27
1.19600451,-1.41277051,-3.55732131,2.530586243,0.905304492,-12.62510777,3.314943314,-2.133663177,-5.857094765,-4.76779604,2.04409194,-12.56878185,1.453394294,-8.276650429,-4.798854828,0.082673445,-5.376059532,54
1.228894591,-0.883789957,0.217357606,2.586348772,1.501310468,-12.19765568,3.355611563,-2.780955315,-4.321725368,-6.186624527,2.195810795,-12.13792801,1.465926528,-8.418218613,-4.832925797,-1.839390993,-5.188013554,46
1.018957496,-0.894533932,-2.568431616,2.316656828,0.866986334,-12.52506065,3.177220345,-2.028111219,-4.83218956,-6.794242859,2.846668959,-12.48248959,1.118414044,-8.363377571,-4.733918667,-0.01909651,-5.000703335,69
1.087207913,2.690686703,-2.480188608,2.186019182,-0.956552446,-12.5529356,3.220475674,-2.638910294,0.744924545,-9.486515045,3.467059612,-12.53184319,1.073690772,-7.699018002,-3.743572235,-0.022464829,-4.722783566,43
1.076997757,2.667013407,-2.442495108,2.290207863,0.815706313,-12.562953,3.209640026,-2.380496025,0.761997998,-9.329289436,3.147707701,-12.52202511,1.08114028,-7.732760429,-3.636474133,0.044974774,-4.506685257,4
1.109248877,-0.261258751,-2.607958078,2.306921005,0.287744641,-12.47667313,3.246030092,-1.735249519,0.880835474,-6.664191246,3.037809134,-12.43135071,1.061306715,-8.188067436,-3.940552235,-0.452254236,-4.709962845,8
1.118590593,1.838531852,-2.48024106,2.384926319,0.852222085,-12.83638287,3.240624666,-2.115937233,0.826300323,-7.151433945,3.124622583,-12.7901392,1.062537432,-7.820294857,-3.959783077,-1.672261834,-4.799428463,11
1.032862306,1.616571426,-2.632702827,2.3352983,0.867550313,-12.56736755,3.203665257,-2.124839783,-4.825107574,-7.383097172,2.883991003,-12.53556442,1.393724799,-8.057355881,-4.055540562,0.060810819,-4.566681862,37
1.087294102,0.640550315,-2.588787317,2.300068855,-0.511570871,-12.89675331,3.216275454,-2.572399139,0.990450025,-7.219818115,3.103080988,-12.86709213,1.011050105,-7.954722881,-4.129053116,-2.080773115,-5.18834877,51
1.062695622,-0.754356563,-2.735650539,2.474514008,0.88446039,-12.81000233,3.203983068,-1.903403282,0.813908041,-6.720626831,2.94877696,-12.78195953,1.020455122,-8.34689045,-4.131269455,-1.881427407,-5.213465214,24
1.005571008,-1.447538972,-2.882065058,2.382036448,0.879299521,-12.59131336,3.162690401,-2.173807621,-4.871071339,-6.872397423,2.695813894,-12.53991222,1.086601853,-8.569353104,-4.951350212,-2.321736336,-5.758147717,96
1.219002485,2.73806119,-2.700283766,2.576329947,1.243692398,-12.32539272,3.329219103,-2.683936357,-5.374620438,-7.634529114,3.036047697,-12.27368641,1.471843719,-7.174991131,-4.752400398,0.090929672,-3.77798152,6
1.095151782,1.829418182,-2.495090723,2.231360435,-0.410264909,-12.56772518,3.225085497,-2.410614491,1.161982417,-9.309531212,3.128658295,-12.53683949,1.0163939,-7.777283192,-3.833620548,0.043886155,-4.721461773,39
1.061808825,-0.967994392,-2.648969889,2.176078081,-1.500110507,-12.56513119,3.204981565,-2.326453686,1.190587759,-6.994087696,3.035284281,-12.5339756,1.033991575,-8.171355247,-4.119402409,-0.081384346,-5.063740253,67
1.072455645,1.749425411,-2.522010088,2.256092072,0.283558488,-12.5827322,3.212033987,-2.388244629,0.807576478,-7.286478043,3.050250053,-12.54802227,1.351729035,-7.935878277,-3.988584757,0.038100854,-4.644777298,36
1.129105449,3.081947088,-2.347745657,2.202529192,-0.459765971,-12.35741711,3.261597872,-2.690480709,-0.189337462,-11.19893932,3.437458277,-12.32828236,1.348278761,-6.648211956,-3.462273598,0.03998749,-4.374380589,6
1.108633518,1.56578958,-2.606156111,2.532807112,1.142848969,-12.25992489,3.245288134,-2.126877546,-4.686136246,-6.673725128,2.174366713,-12.20858574,1.33111763,-7.857765675,-4.924587727,0.087317079,-4.351652145,36
1.045562744,1.027362823,-2.632740259,2.297387362,0.769116104,-12.59758949,3.193672419,-2.10725832,0.766647756,-7.214874268,2.995719194,-12.55362511,1.035997987,-8.091449738,-4.053191662,-1.900374651,-5.113439083,40
1.042791486,2.214159489,-2.483367682,2.220545053,0.101162896,-12.6319437,3.189760923,-2.88681674,0.647227943,-8.407413483,3.066636086,-12.58627987,1.182197332,-7.699770927,-4.038067341,-0.687986135,-4.862235546,76
0.990699232,-1.118574262,-2.44172883,2.280658484,0.754659712,-12.65329361,3.155136347,-2.036731958,-4.626299858,-7.024187565,2.882906199,-12.6240263,1.006775141,-8.28963089,-4.843251228,-1.996647835,-5.413510323,98
0.990191042,2.688813448,-2.472617388,2.07962966,-1.447574615,-12.66751575,3.156105757,-2.757311106,0.686903894,-9.698708534,3.430352211,-12.63872719,0.863006115,-7.730183601,-3.914657116,-0.109904319,-4.96801424,88
1.077694416,-0.511945307,-2.600618601,2.197293043,-1.012313962,-12.54513645,3.22984314,-2.055118322,1.130644321,-6.929438114,3.045430422,-12.51251793,1.059755087,-8.131309509,-4.082298756,-1.471256256,-5.140560627,46
1.180877328,-0.405030161,-3.005972862,2.576013803,1.359146953,-12.29911709,3.299161673,-2.762903214,-4.353451252,-6.302848816,2.273180485,-12.23579025,2.022678614,-8.372975349,-4.893042564,0.093481183,-4.862630844,62
1.029985666,-0.189361602,-2.815191031,2.434914112,0.88354528,-12.48925686,3.206395149,-2.045942068,-4.619246006,-6.747920036,2.812991858,-12.45815277,1.09668386,-8.657069206,-4.770928383,-0.064784832,-5.04942131,19
1.038174152,-0.250758916,-2.921635866,2.461166859,0.885246575,-12.50198269,3.185809851,-2.182229996,-4.690423965,-6.819310188,2.734117508,-12.46125984,1.125259519,-8.571543694,-4.771157265,-1.630868912,-5.420755386,42
1.052524805,2.158149719,-2.544847488,2.348799229,0.866311014,-12.55431747,3.205181599,-2.168650627,0.6898157,-7.607217789,2.984514952,-12.52211666,1.447037935,-7.865610123,-3.949797153,0.058910608,-4.466724396,25
1.04458487,-0.731871903,-2.938248396,2.453849077,0.885162532,-12.48270988,3.217092276,-2.15570569,-4.731413841,-6.671663284,2.711154222,-12.44795322,1.158270359,-8.715703011,-4.851846695,0.029376134,-5.161373138,33
1.051237345,-0.264024049,-2.66451025,2.3233459,0.858521461,-12.49153996,3.194333315,-1.833543658,0.835352004,-6.696334362,2.989504814,-12.45818806,1.01667285,-8.272686958,-3.974716663,0.050992101,-4.679149628,9
1.060354352,-1.605484843,-2.73990345,2.367636442,0.337002099,-12.84303474,3.200591326,-1.911461353,0.869403303,-6.746176243,2.964378595,-12.81203556,1.018630266,-8.381626129,-4.246096134,-2.227857351,-5.402909279,56
1.077755809,-2.251796246,-2.987021685,2.380170107,0.859930694,-12.49820995,3.227543831,-1.962724566,-6.625718594,-6.013161659,2.729230165,-12.45655441,1.263542652,-8.967668533,-4.986199856,-1.78727901,-5.743830204,58
1.131652951,1.339739561,-2.505382538,2.623182058,1.488967061,-12.22350693,3.229997158,-2.515671968,-4.432225704,-6.744388103,2.394978523,-12.16631126,1.378093243,-8.217139244,-4.91151762,-1.947863698,-5.002439022,75
0.994388998,2.970081568,-2.491510153,2.072646856,-1.903377414,-12.87481785,3.164932489,-3.019041061,0.369448125,-11.36592674,3.409580469,-12.8468008,0.828383744,-6.804357052,-4.000631332,-2.119225264,-5.251572609,96
1.067441583,-0.854350507,-2.839913368,2.472878218,0.883519471,-12.45334625,3.217460394,-1.972348928,-4.634024143,-6.625923157,2.818299055,-12.40107536,1.108068943,-8.641485214,-4.733056545,-2.226960659,-5.570517063,14
1.173833847,0.167739481,-2.942178965,2.554103613,1.650719523,-12.32607365,3.315992594,-2.901474714,-4.698931694,-6.50428915,2.415996075,-12.27059555,2.140574694,-8.205932617,-4.903341293,0.095796049,-4.563455105,47
1.044931173,0.47295019,-2.698294878,2.459350824,0.886263371,-12.47384357,3.202067614,-2.011671782,-4.601483822,-6.743317127,2.851190329,-12.42904282,1.100082397,-8.441206932,-4.578829765,0.058885321,-4.781794071,14
1.162550449,2.015593052,-1.841928959,2.667769194,1.732833385,-12.51127148,3.279240131,-2.346668005,-4.700126648,-6.681256294,2.372715712,-12.45776844,1.352002144,-7.601886749,-4.877220631,-1.746900082,-4.489170551,17
1.0403409,-1.62123704,-2.769707441,2.246900558,-0.288078249,-12.55674553,3.188764572,-1.942456245,0.841718376,-6.757662296,2.898478508,-12.51743984,1.043687582,-8.47905159,-4.2096591,-2.200194836,-5.462207317,66
1.148999929,2.995622396,-2.353731871,2.358280659,0.854682982,-12.25488091,3.241732121,-2.812543392,-2.190797329,-8.825291634,3.277477264,-12.21784592,1.096552253,-7.255573273,-4.26234293,0.044073611,-4.202949524,16
1.408377409,-1.784203529,-3.541004419,2.74644351,2.453936815,-12.16668224,3.460890293,-3.508835077,-8.228438377,-6.893420219,3.704552412,-12.08669186,1.925731659,-6.123459339,-4.757391453,-3.57811141,-5.75722456,5
1.141079426,2.833500624,-2.405687571,2.424152851,0.876287699,-12.39152145,3.27128315,-2.858286381,-0.926061749,-8.14823246,3.120981455,-12.34471035,1.474586725,-7.350568771,-4.787474632,0.067424193,-4.2454319,28
1.039424062,-1.8555305,-2.750442266,2.25272584,-0.492272526,-12.56160069,3.202400684,-1.938812256,0.876108229,-6.754840374,2.919363737,-12.52978039,1.036188245,-8.450309753,-4.220546246,-0.070354827,-5.007889748,67
1.320088029,2.104903221,-2.940394163,2.745676756,1.3269732,-12.65173531,3.405210733,-4.279447556,-6.754516125,-7.574577332,3.114944696,-12.58661175,1.600608349,-6.319880009,-4.90025425,-0.075658947,-4.449327469,49
1.160002947,0.205500811,-2.90351367,2.587069988,1.396634579,-12.25308704,3.271216154,-2.676237345,-4.290651321,-6.340358257,2.257511139,-12.1958704,1.61184299,-8.446376801,-4.89851141,0.084419638,-4.777982712,49
1.038532972,-0.085083872,-2.4286201,2.280126333,0.843271434,-12.5103302,3.210470915,-1.945211053,-4.648905277,-6.822601318,2.843748093,-12.47843647,1.379376888,-8.290762901,-4.668166637,0.05995737,-4.726158619,50
1.158081174,-1.552716374,-3.009712458,2.481460333,0.87866807,-12.26108742,3.276253939,-1.922064304,-6.937317848,-5.842012882,1.973181486,-12.22268772,1.360735059,-8.371012688,-4.811864376,-1.539849997,-5.627216816,71
1.168326855,-0.822070181,-3.56217289,2.542117834,0.947610199,-12.27027321,3.283118725,-2.509986401,-4.22970438,-6.159074306,2.046221018,-12.22006607,1.406306148,-8.281889915,-4.750319004,0.074143529,-5.002516747,47
1.185166717,-0.914977014,-3.341672659,2.578519583,0.928858697,-12.55347729,3.289857626,-2.360106707,-4.515944004,-6.147278309,2.048272848,-12.49493122,1.370138764,-8.191066742,-4.794435024,0.089228243,-5.168568134,57
1.070205331,-1.38964045,-2.739758253,2.434681654,0.809456885,-12.84869862,3.213790417,-1.904990792,0.838363588,-6.729759693,2.951929808,-12.80519581,1.030209303,-8.384936333,-4.199336052,0.002860889,-4.930975914,42
1.073554277,0.07462129,-2.585161448,2.198929787,-1.076971889,-12.58794785,3.221819639,-2.346228123,1.274432898,-7.097396374,3.087493181,-12.56699753,1.012141347,-8.03653717,-4.068833351,-0.036385879,-4.948729515,47
1.177023292,1.845829248,-2.378110647,2.64189887,1.900688291,-12.19384003,3.29586339,-2.520232201,-4.68186903,-6.693101406,2.31430006,-12.1295929,1.678840399,-7.695948124,-4.86014986,0.090140253,-4.286035061,6
1.026679158,-0.75269717,-2.51808095,2.278180599,0.820493877,-12.5188055,3.174307585,-1.946846247,-4.637291431,-6.761063099,2.845800638,-12.47485828,1.072047949,-8.353734016,-4.715990543,-0.531139076,-5.021016598,62
1.324412584,-1.476279616,-3.274040699,2.829922199,3.613138437,-12.39864826,3.404421568,-3.534502506,-6.025947571,-6.383094788,2.790369272,-12.33415031,1.72656405,-7.114215374,-4.712726116,0.116641089,-3.667849541,16
1.060987949,-0.556363046,-2.658506155,2.255014896,-0.112576261,-12.56088734,3.206234694,-2.15980792,0.806676328,-7.028004646,2.978884459,-12.52392578,1.081267953,-8.219866753,-4.086619854,-0.045803197,-4.928699493,57
1.132385015,2.116154909,-1.948311567,2.539498568,1.3641119,-12.49133205,3.287566423,-2.74174118,-5.801444054,-7.209384918,2.830901146,-12.43629074,1.380720139,-7.407131195,-5.050097942,-0.295986533,-4.504536629,41
1.081463814,-0.042490751,-3.25807333,2.511855364,1.004049897,-12.26470566,3.194120646,-2.481431007,-4.197973251,-6.389420509,2.11351943,-12.21351814,1.342961431,-8.595599174,-4.949118614,0.072659627,-4.984960079,95
1.313549757,2.270305872,-2.915333986,2.554684401,0.917454243,-12.42837811,3.417155504,-4.756730556,-6.615015984,-8.123998642,3.487541437,-12.37828827,1.691800356,-6.115371704,-5.014643669,0.059831157,-4.767423153,14
1.053105116,2.035266638,-2.666605234,2.366956949,0.895537019,-12.4319334,3.212328911,-2.172691107,-4.773010254,-6.935779095,2.89146471,-12.39041901,1.181088805,-7.99744463,-4.484528065,-1.707723856,-4.732409,10
1.047947764,-1.339940429,-2.564455271,2.45998311,0.908551633,-12.76278591,3.217123032,-1.929345489,-4.618339062,-6.714189529,2.857631922,-12.72474194,1.090867281,-8.46416378,-4.827095032,0.08439216,-4.792504311,33
1.210218549,-2.214408159,-3.033043623,2.439203978,0.745867312,-12.23666954,3.308778763,-1.608571768,-7.457651138,-5.600792885,1.961389899,-12.18717384,1.402334929,-8.338809967,-4.776942253,0.07201457,-5.330358505,73
1.13272655,1.802957773,-2.388426065,2.610819101,1.833643913,-12.25873756,3.258198023,-2.571860313,-4.785644531,-6.765401363,2.344745398,-12.2055788,1.367244959,-7.659869194,-4.920057297,0.0820719,-4.358354568,21
1.026373982,0.433892339,-2.693707228,2.30156827,0.843867898,-12.58997536,3.192377567,-2.068193197,0.72757256,-7.149451256,2.919763327,-12.54575634,1.070145011,-8.197211266,-4.105560303,0.031222105,-4.745506763,41
1.084838986,-0.998619378,-2.620568037,2.19005537,-1.207802296,-12.512043,3.244638205,-1.867326736,1.045261264,-6.801906109,3.028810263,-12.47935104,1.184250712,-8.178961754,-4.054940701,0.047521964,-4.8254776,28
1.213014722,-1.189910173,-2.43348527,2.534572363,1.002069235,-12.60425663,3.338298321,-1.956337452,-4.391186714,-4.767206669,2.050820589,-12.55928612,1.379595518,-8.601919174,-4.348051071,0.081208229,-5.20005846,16
1.048361897,1.270468473,-2.564674139,2.317189932,0.858748376,-12.49689865,3.201689005,-1.885055423,0.793050826,-6.899354935,2.953752518,-12.46652603,1.309309721,-8.100827217,-3.935130596,0.055176884,-4.540262222,6
1.301684976,-1.524902821,0.172543973,2.709135294,2.833468437,-12.10856342,3.418465853,-3.520155907,-4.593774796,-5.954816818,2.30409956,-12.03476429,1.679112792,-8.181574821,-4.734870434,-2.552084923,-4.784017563,19
1.103644609,2.765930891,-2.380277395,2.29144311,0.776961803,-12.49413872,3.232743979,-2.565355301,0.319385827,-8.642481804,3.140562296,-12.46551228,1.298088551,-7.599912167,-3.716812134,0.054650128,-4.32060051,29
1.222196221,1.935864091,-3.130549431,2.493153334,0.945970476,-12.40604496,3.335108519,-3.469922781,-6.36557579,-7.182507038,2.864025831,-12.33741665,1.580046892,-6.854905605,-4.948414326,-1.513406992,-4.734690666,59
1.118286252,3.007455826,-2.325033903,2.320693254,0.847343147,-12.37008286,3.229826689,-2.582693338,-0.622383058,-8.66615963,3.186386347,-12.32760715,1.377345562,-7.46696043,-3.435195208,0.047871664,-4.26945734,6
0.982861817,-0.94987148,-2.790594816,2.368190527,0.883142173,-12.58937263,3.179042816,-2.266800642,-4.942560196,-6.886677742,2.692976475,-12.54724884,1.154276371,-8.436076164,-4.870689869,-0.029668832,-5.125534534,72
1.091026902,1.433195233,-2.564907789,2.289607286,0.4351511,-12.5263052,3.232028008,-1.81193459,0.868835628,-6.917285919,3.094484806,-12.50160217,1.030225277,-8.045511246,-3.92012167,0.051125214,-4.645106792,8
1.035307765,-1.96589613,-2.72303319,2.127123117,-2.241004944,-12.59212303,3.189774036,-1.991772652,1.398947477,-6.861618042,2.9751122,-12.55854797,1.00224936,-8.335178375,-4.238397598,-1.407966614,-5.474915504,94
1.255756855,-1.465296507,0.291161507,2.588904142,2.001291275,-12.16631985,3.402335882,-3.250362396,-5.114015102,-6.387461185,2.417442322,-12.11111355,1.906602502,-7.912419796,-4.761764526,0.090482473,-4.559797287,54
1.048646688,-2.030050039,-2.716908216,2.178713322,-1.574890614,-12.56261826,3.209426641,-1.927024841,1.079571843,-6.774856091,2.913371325,-12.52457333,1.056975126,-8.401208878,-4.228660107,-0.064116091,-5.059306145,77
1.11771822,2.968054056,-2.352439642,2.276231289,0.585389018,-12.39775848,3.227791071,-2.541341543,-0.084528342,-9.021331787,3.255493641,-12.36685276,1.242319584,-7.511710644,-3.402887344,0.048533052,-4.296096802,27
1.053088069,-0.588043749,-2.644683599,2.165065289,-1.535868883,-12.60960293,3.193889141,-2.422504187,1.270376444,-7.102366924,3.02428627,-12.57723236,1.004356027,-8.139997482,-4.141453743,-0.150184199,-5.076889515,75
1.084211826,0.45638904,-2.554232597,2.467556715,0.894635081,-12.82413101,3.231406212,-1.841027975,0.858799994,-6.865382671,3.031172752,-12.78139687,1.060173035,-8.074352264,-4.037399769,-0.085825309,-4.497816563,15
1.121482134,-0.742252052,-3.188844919,2.495629072,0.895295441,-12.30311203,3.250007153,-2.305516243,-4.55452013,-6.512239456,2.015243292,-12.26094913,1.333561301,-8.245509148,-4.798735142,0.071542695,-5.157609463,76
0.992310882,0.093553752,-2.792410612,2.412105083,0.887770653,-12.62244511,3.169639826,-2.321151257,-4.97126627,-6.926371098,2.750882626,-12.57585335,1.143588066,-8.304677963,-4.845910072,-0.045130327,-5.066451073,80
1.139082313,0.602691591,-2.929283619,2.569007158,0.955999196,-12.22905445,3.24478817,-2.007477045,-4.345385075,-6.523866177,2.073971987,-12.19441032,1.241901875,-8.348664284,-4.491194725,0.06990613,-4.811254501,25
1.002698541,-1.469402552,-2.743518114,2.343697309,0.872919023,-12.59292507,3.159984112,-2.083995819,-4.855659962,-6.845877647,2.773943186,-12.5426569,1.081075549,-8.594303131,-4.882691383,-2.399877787,-5.67095089,84
1.1722821,2.839782,-2.600790501,2.534047365,1.070073485,-12.35971451,3.28813529,-2.583788872,-5.043393612,-7.847192764,3.096574068,-12.31226444,1.214968085,-7.298732758,-4.685250759,0.073279396,-3.957089901,3
1.070222974,3.002053976,-2.471828222,2.173198462,-0.724281251,-12.5042429,3.199578047,-2.658976078,0.539058983,-11.32305241,3.520290852,-12.4683466,0.778322458,-6.423489094,-3.488025188,-1.763267636,-5.315697193,61
1.139412165,0.292750329,-2.760017633,2.564625978,1.367703676,-12.31259155,3.269740343,-2.589065552,-4.329972744,-6.43267107,2.21045804,-12.2665062,1.412437677,-8.035246849,-4.947559357,0.080879778,-4.810914516,33
1.103623509,1.08551085,-2.393428564,2.551334381,1.222423553,-12.35259342,3.235711813,-2.510462761,-4.667859554,-6.797254086,2.122373343,-12.30980492,1.38496542,-7.826550007,-4.98321104,0.081350118,-4.811043739,65
1.234348416,0.3720195,-3.048693419,2.707557678,2.485088587,-12.14830875,3.333742857,-2.768317461,-4.358276367,-6.117290497,2.63977313,-12.07804489,1.535141826,-8.258983612,-4.806302071,0.096491143,-4.058610439,3
1.404004574,-0.017055424,0.30680415,2.500759125,0.873551548,-12.23136806,3.498974085,-5.791791916,-7.65106535,-7.997398853,3.565631866,-12.17865562,1.735296011,-4.135255814,-4.811686993,-0.124759033,-5.885261059,35
1.001455545,-1.450773716,-2.676589489,2.316109896,0.867410779,-12.62842751,3.171932459,-2.096681833,-4.885051727,-6.858362198,2.799708843,-12.58771133,1.084517241,-8.534514427,-4.89152813,-0.044170603,-5.119200706,90
1.03790462,1.51459825,-2.675975084,2.527951002,0.908459127,-12.90778351,3.183762789,-2.165533543,-5.077471733,-7.632097721,2.913096905,-12.87410259,1.146228671,-7.883995056,-4.199949741,-2.032824039,-4.984742641,65
0.983571351,-1.775528193,-2.813341856,2.330014467,0.335092872,-12.9842844,3.137074947,-2.12834692,0.837663651,-7.001608849,2.880822659,-12.95869732,0.95650655,-8.435377121,-4.40486145,-0.19755584,-5.13515377,95
1.091175199,3.017153502,-2.45024991,2.166787863,-0.877336562,-12.47166157,3.231179714,-2.402076721,0.60249716,-11.34199333,3.471395731,-12.44884586,0.811361134,-6.595788956,-3.483911991,0.009587869,-4.753470898,25
1.071537733,2.963472128,-2.459116697,2.168607712,-1.158549547,-12.84290409,3.212177992,-3.131759405,-0.863991857,-11.20868397,3.431084156,-12.8002882,0.89673841,-6.458827496,-3.890753269,-1.986952066,-5.115617752,98
1.054301143,-1.63556993,-3.02298665,2.412683249,0.864066124,-12.45514202,3.214646101,-2.002212286,-5.767755508,-6.163152218,2.809133768,-12.42068863,1.147311807,-8.784148216,-4.953724384,0.046154261,-5.247488022,17
1.150750041,3.004199505,-2.394819736,2.216098547,-0.029346125,-12.3195467,3.286048889,-3.059561253,-1.785822392,-11.01813126,3.48089242,-12.29123497,1.226263046,-5.928123474,-3.54981184,0.032744303,-4.483803272,28
1.080514908,-2.151362419,-2.936117887,2.394864798,0.858546019,-12.44969463,3.222077608,-1.757791042,-6.050169468,-6.115732193,2.821602106,-12.41009331,1.146257401,-8.739267349,-4.958566666,-2.114041567,-5.724966049,26
1.091333628,-1.198715925,-2.357866526,2.409344912,0.894962549,-12.74727917,3.230176687,-1.795005083,-4.450794697,-6.659641743,2.901440382,-12.70842171,1.076120615,-8.313661575,-4.740843296,-0.403733253,-4.774085522,35
1.036739707,0.831517756,-2.588600397,2.244331598,0.199844167,-12.62438107,3.190123081,-2.503264666,0.766940892,-7.456097603,2.985701561,-12.57904625,1.205768824,-8.014489174,-4.122125149,-0.636652529,-4.975605488,68
0.956372499,1.085072517,-2.80126977,2.383908033,0.891299903,-12.59977627,3.142751217,-2.371797562,-5.045117378,-6.975185394,2.776473284,-12.55523777,1.109188676,-8.037919998,-4.826750755,-0.039493941,-4.942015171,95
1.126158953,0.573589981,-2.835283041,2.518788576,0.939426243,-12.27111626,3.250429869,-2.057212591,-4.559500694,-6.64506197,2.055591822,-12.22689533,1.2874614,-8.156456947,-4.497616291,0.074079439,-4.707623482,44
1.021740675,-1.769586325,-2.896392822,2.378639221,0.87526536,-12.59934139,3.19305563,-2.165317535,-4.944014072,-6.87933588,2.665917397,-12.56405258,1.131272793,-8.602173805,-5.039031982,-0.055601999,-5.326325893,95
1.245995641,2.180474281,-1.934617281,2.801586151,2.569158792,-12.35757923,3.326711655,-2.584459305,-5.465380669,-6.71193409,2.697623014,-12.29911327,1.417207241,-7.640320778,-4.767074585,-1.551743507,-3.951406002,9
1.074163675,-0.423567086,-2.651958227,2.270559311,-0.053646401,-12.51968479,3.2299757,-1.826828599,0.880301058,-6.719524384,3.036375999,-12.49388981,1.029714823,-8.259732246,-4.036780357,-1.838419437,-5.141129494,16
1.183755994,-1.185378551,-2.69700408,2.502159595,0.9315117,-12.27934361,3.31036973,-2.364489794,-4.136379242,-5.423737049,2.025595427,-12.23705387,1.383838773,-8.91738224,-4.297116756,0.06015411,-5.358933926,53
1.035642862,2.973379612,-2.351022482,2.189159632,-0.692204654,-12.82300663,3.183200836,-2.597080231,0.333990812,-11.34400177,3.485833406,-12.79121304,0.87431252,-7.580121517,-3.679446936,0.001580983,-4.630886555,58
