select_0,select_1,select_2,select_3,select_4,select_5,select_6,select_7,select_8,select_9,select_10,select_11,select_12,select_13,select_14,select_15,select_16,label
1.064229608,-1.223469973,-2.90689826,2.437979937,0.870167077,-12.43677616,3.212251425,-2.001659393,-5.41253376,-6.409683704,2.8214674,-12.3832531,1.136954188,-8.727390289,-4.846791744,0.050005957,-5.159264088,11
1.221803665,-0.058996826,0.085888356,2.584511995,1.508200884,-12.25794697,3.34376359,-2.175132275,-4.078227043,-5.115067959,2.219493151,-12.20113182,1.328831911,-9.100991249,-4.906177998,0.068435103,-4.846635818,3
1.142522216,-1.533896804,-2.987847328,2.460716963,0.877358854,-12.30558777,3.264006376,-1.987077951,-6.745805264,-6.084899902,1.954009414,-12.25492573,1.331671953,-8.430387497,-4.837213039,-2.035643339,-5.75050354,85
1.172299385,-0.662924945,-3.536250114,2.56730032,0.961322606,-12.24190044,3.268563509,-2.47901845,-4.144746304,-6.051442146,2.098537922,-12.18311882,1.383838177,-8.682202339,-4.771148682,0.073739991,-5.047924995,71
1.072225571,1.885445952,-2.529741526,2.389709234,0.876319706,-12.88260746,3.199095488,-2.483478069,0.764232099,-7.426640034,3.091782093,-12.85223293,1.032867432,-7.816855907,-4.006809711,0.063967049,-4.601295471,31
1.149540663,-1.139066935,-3.4394629,2.459336519,0.885545611,-12.33317947,3.269311666,-2.432054281,-4.962665081,-5.95584774,2.006705046,-12.28479004,1.386513948,-8.362481117,-4.840227127,0.043476343,-5.460140705,93
1.093916893,2.903167486,-2.1360116,2.259667635,0.757354796,-12.46568775,3.21940589,-3.040497541,-2.231435776,-9.168874741,3.249494314,-12.42109394,1.11559391,-7.337841511,-4.812417507,0.04754819,-4.546960831,70
1.050666332,3.12523675,-2.261480331,2.249411821,0.799830258,-12.32836723,3.185525894,-2.262476921,-0.069196686,-11.15862751,3.472363949,-12.31112289,1.176382542,-7.470793247,-3.265212297,0.04180564,-4.243256092,5
1.098875999,2.62566328,-2.445607424,2.221751928,-0.43024528,-12.50614452,3.224619865,-2.395384789,0.925360501,-9.251475334,3.482741833,-12.4866991,1.214155674,-7.698009968,-3.629728794,0.026386619,-4.664165974,16
1.088945508,-0.499304086,-2.649179697,2.318753004,0.734174848,-12.45218182,3.226704359,-1.769051194,0.845861793,-6.64428091,3.009927034,-12.41140175,1.065722942,-8.268657684,-3.939834833,0.056987196,-4.617907047,5
1.119120717,2.81644845,-2.443669558,2.225795507,-0.049690142,-12.38201141,3.239786386,-2.994066,-1.427374721,-11.08280563,3.517903328,-12.34152699,0.88908726,-5.522423267,-3.519662857,-0.081178084,-4.880665302,76
1.05796349,-1.762175322,-2.682182789,2.148818254,-2.096208096,-12.56267834,3.207556963,-1.922172546,1.415990353,-6.841096401,3.017160892,-12.53862286,0.99055624,-8.237190247,-4.16921854,-0.119631097,-5.124482155,70
1.109818101,1.548024297,-2.710253239,2.575555801,1.727491617,-12.25707436,3.237475157,-2.665485859,-4.475139141,-6.662951469,2.329309464,-12.20777416,1.568524361,-8.476363182,-4.918479919,0.081165627,-4.597625256,35
1.036224365,-0.647672355,-2.780438185,2.328301668,0.871045053,-12.44400978,3.198780298,-1.950378418,-4.666360855,-6.659152031,2.85103178,-12.4040823,1.094058752,-8.632980347,-4.746047974,-2.023409843,-5.420530796,11
1.0572716,2.012031794,-1.580139637,2.62173605,1.356416225,-12.75891876,3.211964369,-2.32810092,-5.089942455,-7.208474636,2.866534472,-12.70188046,1.179332137,-7.857748508,-5.082156658,0.085328951,-4.317083836,26
1.04109776,-2.750359297,-3.018210173,2.239594221,0.067656681,-12.56539249,3.201281071,-2.1277771,-7.098508358,-6.554590225,2.678621531,-12.52733135,1.166625977,-8.661865234,-5.058568478,-1.906300783,-5.949541569,91
1.111871958,1.857647896,-1.787030697,2.641151667,1.52747643,-12.6296339,3.251562119,-2.43947053,-5.009811878,-6.791061401,2.295495987,-12.57054329,1.377422094,-7.523627281,-4.946063995,-1.846551657,-4.880818844,64
1.01825583,-0.512705386,-2.608409166,2.358658075,0.874623597,-12.47058582,3.181964397,-1.902103066,-4.477808475,-6.733479023,2.905866861,-12.43619919,1.037350774,-8.511478424,-4.678890228,0.053135201,-4.857963562,12
1.135488749,3.011022329,-2.428736925,2.236330271,-0.076991871,-12.40302086,3.251193285,-2.501737356,0.278081834,-11.22188091,3.550158501,-12.37705517,0.836004019,-6.330848694,-3.291338682,-0.409193516,-4.842533112,8
1.042683601,-0.455011159,-2.446511984,2.352741003,0.869554758,-12.50961685,3.201837063,-1.930446267,-4.637345314,-6.781218529,2.867511034,-12.4776783,1.121464133,-8.289770126,-4.676232815,-1.906547785,-5.230885983,57
1.093096256,1.942207456,-2.470636368,2.264860868,0.288286716,-12.57116508,3.238586664,-2.301604748,0.848977923,-7.169408321,3.07900238,-12.54166889,1.558550119,-7.867338657,-3.911277771,0.051815793,-4.639768124,6
1.085140228,-0.536127031,-2.930171728,2.499122858,0.889912963,-12.285429,3.189137697,-2.085960627,-4.532570839,-6.673736095,1.986902237,-12.23756123,1.217022538,-8.200431824,-4.722327709,0.062416077,-5.106509686,95
1.151809335,1.271557808,-2.789088488,2.618677616,1.902340889,-12.18755436,3.264256477,-2.79485178,-4.726629734,-6.637289047,2.524492979,-12.13644791,1.522888422,-7.878685474,-4.848199368,-1.854614019,-4.805547237,64
1.026192546,-0.472034246,-2.680110693,2.229657412,0.231509849,-12.57776642,3.193684816,-2.008021355,0.782358527,-6.972985268,2.906577826,-12.53373909,1.067587614,-8.283025742,-4.135806084,-0.380925059,-4.877071381,49
1.249979019,2.066107035,-3.017037153,2.651511431,1.330117822,-12.67085838,3.357886314,-3.563822746,-6.333775043,-7.335078716,2.91760397,-12.61012745,1.531068444,-6.787022591,-4.923473358,-1.457416415,-4.497947216,41
1.04519105,-1.111420274,-2.548896551,2.335298538,0.868021071,-12.47141838,3.205303669,-1.875636458,-4.566529751,-6.719186783,2.904275417,-12.43497944,1.094308853,-8.478022575,-4.706232548,0.059367165,-4.840706825,41
1.113776922,-0.957959592,-2.836013079,2.521288157,0.893320084,-12.30478954,3.235218525,-1.973350525,-4.599876404,-6.655040741,1.986927748,-12.26508141,1.272298574,-8.316631317,-4.755531788,-2.139488697,-5.497108459,90
1.038500786,0.270932525,-2.767622232,2.432434082,0.88438493,-12.48866653,3.211928129,-2.09137249,-4.63266468,-6.783534527,2.813601255,-12.4433012,1.123096943,-8.491370201,-4.696115494,0.058471173,-4.895922184,24
1.305305839,2.09579134,-3.253009081,2.736554384,2.132139444,-12.16709328,3.377329826,-3.383611202,-6.190291882,-6.999988079,2.928653479,-12.10316181,1.618111849,-7.482947826,-4.830100536,0.088626012,-3.789764404,7
1.102946758,0.284962505,-2.527265787,2.27451539,0.037742779,-12.49543571,3.249338388,-1.77238822,1.007168412,-6.873991013,3.08541584,-12.46903324,1.07591033,-8.013570786,-3.930306435,-1.752428889,-5.008638859,19
1.290507913,-1.125483751,0.157592744,2.673850775,2.319359064,-12.42738438,3.391719103,-3.299034595,-4.855183125,-6.189926147,2.251865625,-12.36351299,1.53732717,-7.850067616,-4.760700226,-2.550214291,-4.999996662,41
1.045769215,-1.739228129,-2.703299284,2.090127707,-2.853193283,-12.58045197,3.197309017,-2.180329561,1.53371191,-6.892334938,2.99205637,-12.54676914,1.011768699,-8.274401665,-4.216145039,-0.153207466,-5.145091534,94
1.051093936,2.878513813,-2.416050196,2.232071638,0.467569828,-12.51981354,3.201839685,-3.073853016,-2.170444965,-9.020860672,3.169444799,-12.49119091,1.397782683,-7.428397179,-4.661596298,0.002606794,-4.609213352,98
1.027113199,3.058911562,-2.283638954,2.214889765,0.535465002,-12.4226799,3.175440788,-2.540108442,-0.379736423,-11.1596632,3.434993029,-12.39812088,1.402170539,-7.499631882,-3.473079443,0.038492784,-4.474551678,41
1.030628204,-1.11324501,-2.611318588,2.310737371,0.86815536,-12.56769085,3.183512688,-2.034944534,-4.75661993,-6.823223114,2.809283018,-12.52369595,1.116713881,-8.324986458,-4.823012829,-2.173399448,-5.431388378,97
1.061557531,1.404358149,-2.549619913,2.665098906,0.918569982,-12.84718895,3.203123331,-1.907930732,0.84664911,-7.020201206,3.036675453,-12.81907845,1.014310241,-7.997147083,-4.041100979,0.076241866,-4.517141342,14
1.125882864,1.96705246,-2.493592024,2.257992506,-0.429314733,-12.54701519,3.247578859,-2.28912425,1.29848063,-9.211808205,3.208435297,-12.51114845,1.130403757,-7.764381886,-3.731600285,0.049090877,-4.604729652,22
1.036916733,3.013545036,-2.442577124,2.125277281,-1.28447032,-12.84101486,3.201755762,-3.06027627,-0.261608958,-11.28381634,3.418913126,-12.81422615,0.883579612,-6.602600098,-3.9336164,-1.894219398,-5.121666431,80
1.052039623,2.036653757,-2.544651747,2.349393129,0.864580393,-12.50363159,3.198502064,-1.977822304,0.713960588,-7.25649929,2.990499258,-12.46121502,1.360072255,-7.932453156,-3.881505489,0.060613498,-4.314090252,5
1.069391847,2.986283064,-2.108123541,2.223941088,0.750550807,-12.4181881,3.210828543,-3.118495941,-2.024220705,-11.02914047,3.516361713,-12.38111973,1.066636324,-7.130911827,-4.758704662,-1.591655731,-5.049396992,79
1.072990537,0.189495534,-2.600353003,2.19799304,-1.240401864,-12.61767578,3.215532064,-2.461137056,1.265569329,-7.168599129,3.094105005,-12.57723999,1.004606724,-8.023180962,-4.093772411,-0.099085525,-4.926476002,59
1.190345049,2.902348042,-2.260843992,2.426588297,0.866990626,-12.26735592,3.293226242,-3.13791585,-2.652185202,-9.345570564,3.313815832,-12.23377705,1.46201086,-7.158923149,-4.693669796,0.056103483,-4.186938286,15
1.043110728,2.843676329,-2.482246637,2.127285242,-1.236544967,-12.68087101,3.190521479,-3.088836432,-0.400507241,-9.460077286,3.37869525,-12.63766193,1.310925722,-7.67518425,-3.949039459,-0.143548578,-4.923929214,93
1.230132341,-1.337843537,0.214326948,2.526371479,1.170311809,-12.19991779,3.366157293,-2.771226406,-4.178170681,-5.848520279,2.057108164,-12.14378452,1.455839634,-8.42517662,-4.825706959,-0.826955378,-5.178017139,38
1.161946177,0.029208867,-2.895459414,2.647757292,1.100647807,-12.48920727,3.258374453,-2.025501966,-4.362628937,-6.537899017,2.068773508,-12.44674301,1.289749622,-8.226305962,-4.601376057,-2.026981354,-5.13764286,36
1.070995331,-0.515904844,-2.564915657,2.326309204,0.867834091,-12.44864655,3.230314255,-1.850627542,-4.525954247,-6.68375206,2.882068872,-12.40964603,1.134994268,-8.466098785,-4.618513584,0.064631462,-4.756338596,22
1.216472864,-1.325753212,-3.403885126,2.454628229,0.876644075,-12.30779457,3.331786871,-1.897054076,-6.396413803,-4.829897404,2.027559519,-12.24961472,1.42092967,-8.347994804,-4.807303905,0.072858274,-5.484325886,53
1.046436548,0.596067727,-2.498212099,2.408212185,0.878296375,-12.42527962,3.216492414,-1.928074837,-4.540468693,-6.682024002,2.87857151,-12.38689518,1.308907509,-8.293711662,-4.535859585,0.065459237,-4.550631046,8
1.057915568,0.15612182,-2.641465425,2.278355837,0.761172593,-12.53538227,3.216760874,-1.935397267,0.774220169,-6.918158531,2.976489544,-12.50003147,1.278812051,-8.220966339,-4.019751072,-1.664773822,-5.015989304,17
1.097250938,0.636174023,-2.573104382,2.465412617,0.955070317,-12.35409355,3.225533962,-2.545072079,-4.555428028,-6.794407368,2.094540358,-12.28985405,1.367771149,-7.885083675,-4.99148035,0.067974865,-4.942900181,65
1.218036294,-1.305254936,0.244478196,2.561189651,1.728302956,-12.24730778,3.359125614,-2.685898781,-4.006109238,-5.603583813,2.122070789,-12.19755936,1.504764557,-8.798614502,-4.847300053,-2.286897421,-5.27962923,33
1.08655405,-1.180268884,-2.691361666,2.268000126,-0.282829762,-12.53187084,3.232351542,-1.86203742,0.843773961,-6.75941515,2.970407963,-12.49184132,1.325443625,-8.343129158,-4.113409996,-0.013408156,-4.957416058,40
1.217533469,0.098102182,-3.066365004,2.542776823,0.921072304,-12.18368816,3.316086054,-2.045568943,-4.277221203,-6.20895195,2.069740057,-12.13272762,1.365117311,-8.371228218,-4.504359245,0.083377346,-4.761498928,11
1.190279365,-0.932712018,-3.571506739,2.499095201,0.920157731,-12.32667351,3.31558919,-2.137120247,-4.213644505,-4.766313076,2.092553139,-12.27776241,1.399154663,-8.538620949,-4.831436157,0.07380344,-5.094299793,28
1.053209066,3.118893623,-2.297570944,2.148397923,-0.590983033,-12.51156998,3.22048831,-2.522230864,0.205824658,-11.35251427,3.488636732,-12.49377823,1.628599167,-7.575120926,-3.447450161,0.033317894,-4.605164051,37
1.106735229,3.058292389,-2.301758528,2.32189846,0.850391448,-12.35199165,3.223455191,-2.515601397,-0.820180893,-8.762119293,3.246268511,-12.32465839,1.037070155,-7.434823513,-3.367693663,0.045235366,-4.224500179,9
1.073393226,1.14800036,-2.559417248,2.282928705,0.570140898,-12.50900173,3.224396944,-1.828213215,0.852435172,-6.877294064,3.04528594,-12.47887421,1.04404211,-8.072052956,-3.920386553,0.055223987,-4.591229916,3
1.185627103,0.025032489,-3.075644732,2.573595524,0.947201967,-12.22855568,3.29978013,-1.820656776,-4.410317421,-5.667143345,2.050794125,-12.18376827,1.326411724,-8.533220291,-4.604077816,0.077136278,-4.955643177,3
1.178579688,-1.037698507,-2.957588911,2.471511602,0.871238768,-12.2495575,3.271144629,-1.421826363,-5.56110239,-5.252933025,2.030454397,-12.20551109,1.320811033,-8.664485931,-4.761964798,-2.134633541,-5.660277843,34
1.065308571,-0.786408246,-2.585542202,2.377815962,0.868906677,-12.44311142,3.225515127,-1.850210309,-4.524111271,-6.684204102,2.928370714,-12.39385509,1.180941582,-8.483939171,-4.621060848,0.057337865,-4.833208084,16
1.043229461,2.676386356,-2.460891962,2.164785624,-0.749144733,-12.60749817,3.184087276,-2.82689476,0.346111238,-9.498353004,3.2255404,-12.58316612,1.055275202,-7.67386961,-3.862489939,0.017241091,-4.752646446,91
1.008153796,3.0423522,-2.452663183,2.053966761,-1.635871768,-12.55964756,3.183259487,-2.999825239,0.117328718,-11.3402071,3.385517597,-12.54189491,0.845009267,-6.656721592,-3.799275875,-1.700675607,-5.237403393,94
1.05012536,0.229427427,-2.618933916,2.420254469,0.87596935,-12.46940041,3.205860138,-1.983970642,-4.641947746,-6.736279011,2.858732939,-12.42339325,1.095297813,-8.359318733,-4.597580433,0.056510374,-4.753049374,26
1.097419024,-2.340676069,-3.026549578,2.367790937,0.85806936,-12.37011623,3.222245932,-2.029560804,-6.723800182,-6.119356632,1.921651006,-12.33029461,1.265898228,-8.508647919,-4.911522865,0.045480579,-5.396942616,97
1.167057514,2.917524815,-2.155136824,2.318985701,0.854283631,-12.23306656,3.295623302,-3.281792164,-2.540563107,-10.92163754,3.531183243,-12.20700455,0.994857848,-5.506319046,-4.616693974,0.025100052,-4.636117458,16
1.03158915,1.893351674,-2.532316923,2.226705551,0.055228338,-12.67304516,3.192649126,-2.717583418,0.739706695,-7.993125439,3.034221172,-12.63894749,1.079577684,-7.805824757,-4.112730026,-0.052773394,-4.803682804,69
1.020144463,-1.202825427,-2.454207182,2.450118542,0.88864249,-12.76617432,3.169757843,-1.869633794,0.810739756,-6.698210239,2.895586729,-12.73020554,0.978799164,-8.408256531,-4.76519537,0.045993119,-4.839280128,4
1.032197475,-0.639275491,-2.613957167,2.270499468,-0.587247849,-12.93776894,3.163696527,-2.572221041,1.132703066,-7.258555412,3.020396948,-12.90068817,0.989511371,-8.045239449,-4.250579357,-2.362358093,-5.462163448,84
1.073538065,2.973434925,-2.431980133,2.120666742,-0.961046517,-12.47682667,3.226967812,-3.145780563,-1.286337972,-11.1533699,3.412388086,-12.44680691,0.950017869,-5.998387337,-3.783572912,-0.038541824,-4.8775177,97
1.037113428,-0.929997385,-2.665681601,2.154654264,-1.468195438,-12.62943554,3.186156511,-2.537058592,1.099350333,-7.180953026,2.981835127,-12.59280586,1.042475343,-8.18200016,-4.198935032,-0.084553972,-5.064656734,88
1.041501522,-1.718438387,-2.614344358,2.314010859,0.730269849,-12.5544548,3.18697238,-1.948076487,-4.704330444,-6.785153389,2.87196517,-12.50684261,1.096599102,-8.527385712,-4.836315155,-0.068085715,-5.150112152,83
1.042203069,-1.054821253,-2.665973425,2.381161928,0.873185933,-12.49479294,3.189069033,-1.924049616,-4.624180794,-6.751107693,2.86909771,-12.45629501,1.077941418,-8.546583176,-4.710912704,-0.751394749,-5.175869465,45
1.087794662,2.875635862,-2.381342649,2.334838629,0.863074124,-12.3907032,3.221468925,-2.642882824,-0.571163833,-8.177619934,3.094460249,-12.35307217,1.409213305,-7.434934139,-4.450220585,0.055183128,-4.327160835,31
1.154649258,2.796851873,-2.540530443,2.491187572,0.933359921,-12.37274647,3.274678469,-2.611932278,-5.103542328,-7.893665791,3.08798337,-12.33010006,1.419356465,-7.343687057,-4.767095566,0.078009188,-3.993583441,15
1.107619882,0.509256303,-2.953324318,2.525934219,0.960406721,-12.30118847,3.233795881,-2.204065323,-4.588915348,-6.721939564,2.053275347,-12.25970268,1.335527778,-7.925094128,-4.65352726,-1.863540173,-5.27218008,72
1.083576918,-0.926203072,-2.628741741,2.203196287,-1.264561653,-12.56557083,3.212677956,-2.261978626,1.289505601,-7.024303436,3.081037045,-12.53055477,1.002472401,-8.0826931,-4.057756424,-2.069768667,-5.390676975,59
1.09633863,2.494693518,-2.443152666,2.288011789,0.688007414,-12.55473804,3.223048449,-2.249106884,0.811707616,-9.29973793,3.163267136,-12.53290367,0.968287051,-7.738582134,-3.633080482,0.046613351,-4.493126392,12
1.073361278,3.059145212,-2.297409773,2.179742336,-0.419207096,-12.43967342,3.213122845,-2.639194012,-0.094138622,-11.2287941,3.477061987,-12.40260887,1.056205511,-7.486914635,-3.331148863,0.035827607,-4.516153336,36
1.036072731,-1.635455012,-2.679950953,2.131272554,-1.776213884,-12.55219269,3.198763132,-1.926171303,1.142826676,-6.804141521,2.947370529,-12.51776791,1.060054064,-8.336555481,-4.212338924,-0.478975445,-5.103338242,74
1.09417057,0.995724082,-2.650876284,2.567017794,1.342863321,-12.27957726,3.213496923,-2.53342247,-4.215583801,-6.526741505,2.257786751,-12.23739433,1.346949577,-8.450596809,-4.959064484,-0.459976614,-4.978613377,80
1.090003133,-0.809563339,-2.621762514,2.18625164,-1.493393302,-12.57356644,3.230536699,-2.396796227,1.194846392,-7.064344406,3.068409443,-12.53354931,1.033722281,-8.092783928,-4.079973698,0.022773013,-4.908449173,55
1.039168119,-0.596905887,-3.026419878,2.403401613,0.880119026,-12.46862411,3.209939003,-2.1619699,-5.176119328,-6.241463184,2.724872112,-12.42434692,1.140075445,-8.793109894,-4.848212719,0.028049827,-5.194250584,12
1.235476732,2.811615705,-2.262428761,2.445394516,0.874592602,-12.3138752,3.340590715,-3.263471365,-2.795294523,-9.114501953,3.362004995,-12.27292156,1.344076872,-6.940532207,-4.761178493,0.06951654,-4.23375845,29
1.058500648,-1.615690351,-2.876003027,2.40850091,0.876615822,-12.50291824,3.215359926,-2.065348864,-5.194349766,-6.771057606,2.708687782,-12.45431042,1.177502751,-8.673183441,-4.934232235,-2.235005379,-5.730889797,71
1.066811562,1.662723541,-2.527022123,2.199537516,-0.750183046,-12.62071133,3.209310055,-2.689440012,1.04012382,-9.46386528,3.132019043,-12.57733727,1.0788306,-7.800552368,-4.002050877,-0.035823122,-4.792044163,67
1.059099197,2.210648298,-1.548651099,2.416430712,0.916879535,-12.57286072,3.229002237,-2.465036154,-5.438360691,-7.545622826,2.845776081,-12.52345848,1.297038674,-7.742867947,-5.133633137,0.068449005,-4.57227087,52
1.054587364,-1.364376664,-2.625740767,2.168136835,-1.458422422,-12.58051777,3.207744837,-2.329713106,1.1327914,-7.027841568,2.954884291,-12.54496574,1.332964778,-8.188035965,-4.170749187,-0.078801662,-5.005073071,78
1.033130407,2.681880713,-2.525755644,2.30364871,0.877121627,-12.56516743,3.199691534,-2.585201979,-5.22757864,-7.906241894,2.955725431,-12.52034378,1.274236917,-7.576269627,-5.040994644,0.06816864,-4.460631371,58
0.989014149,-0.616259754,-2.532702208,2.271731615,0.839977443,-12.64040375,3.144478083,-2.107199669,-4.848398685,-7.067391396,2.851416111,-12.59951973,1.033480406,-8.279447556,-4.801262379,-1.303801179,-5.204672813,88
1.049854994,1.645050764,-2.574136496,2.146430731,-1.283256054,-12.74987888,3.200939417,-2.981624126,0.771867096,-9.686555862,3.060333014,-12.7065649,1.86859417,-7.864210606,-4.117795944,-0.152886614,-4.96587944,83
1.018436432,-2.047240496,-2.557680845,2.305000067,0.25486055,-12.89231586,3.172864914,-1.994398594,-4.720798969,-6.806967735,2.822805643,-12.86438942,1.010535121,-8.539239883,-4.992877007,-0.131144762,-5.191944599,92
1.06019938,2.824460268,-2.426260233,2.167490482,-0.588725865,-12.60189819,3.202786684,-2.961951494,-0.589275181,-9.126761436,3.150719404,-12.5796566,1.286156893,-7.62296629,-3.910873413,0.025401011,-4.72366333,85
1.110023379,1.02706933,-2.509745359,2.269316435,0.16974251,-12.51414108,3.246043921,-2.028675795,0.860960305,-6.983131886,3.079725981,-12.46905422,1.355347514,-7.986758709,-3.90157795,0.056569859,-4.560379982,7
1.221670151,1.572309494,0.208216518,2.595630169,2.606811047,-12.25293827,3.3672328,-1.020165324,-8.013707161,-0.975395501,1.563946366,-12.1950016,1.514796853,-7.605910778,-4.821034908,-4.623371601,-5.316900253,77
1.044322252,-0.138217002,-2.660770178,2.446662426,0.884939969,-12.84449387,3.19322896,-1.951209664,0.78831917,-6.944573402,2.968843222,-12.80955124,1.019979,-8.186533928,-4.107939243,-0.83752805,-4.846864223,26
1.037345886,2.573624849,-2.493662596,2.181793213,-0.595106184,-12.61095142,3.180669785,-2.647590637,0.743810058,-9.483656883,3.46301198,-12.57963276,0.877451062,-7.73963356,-3.834182501,-0.005380094,-4.817514896,60
